,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
2539,91748,CA,Rowland Heights,Los Angeles County,601666.0,676013.0,897216.0
2544,91306,CA,Los Angeles,Los Angeles County,472254.0,594283.0,833964.0
2548,92591,CA,Temecula,Riverside County,401404.0,480286.0,740493.0
2550,95765,CA,Rocklin,Placer County,436398.0,533892.0,753665.0
2561,92374,CA,Redlands,San Bernardino County,310748.0,388494.0,551200.0
2569,90035,CA,Los Angeles,Los Angeles County,1235868.0,1601973.0,1926571.0
2581,91607,CA,Los Angeles,Los Angeles County,761783.0,952748.0,1347015.0
2586,92570,CA,Perris,Riverside County,276498.0,361231.0,547524.0
2613,92240,CA,Desert Hot Springs,Riverside County,167497.0,236055.0,376334.0
2621,91311,CA,Los Angeles,Los Angeles County,549254.0,662838.0,930048.0
2625,90007,CA,Los Angeles,Los Angeles County,492830.0,728441.0,919943.0
2626,94531,CA,Antioch,Contra Costa County,431231.0,576980.0,815490.0
2632,94561,CA,Oakley,Contra Costa County,435528.0,580123.0,832945.0
2640,95128,CA,San Jose,Santa Clara County,943052.0,1188542.0,1627510.0
2641,92879,CA,Corona,Riverside County,380704.0,462542.0,693515.0
2644,90012,CA,Los Angeles,Los Angeles County,478056.0,582118.0,657753.0
2652,92703,CA,Santa Ana,Orange County,444235.0,557603.0,796166.0
2654,95695,CA,Woodland,Yolo County,315585.0,391822.0,537812.0
2659,95134,CA,San Jose,Santa Clara County,809420.0,1007583.0,1269860.0
2660,94061,CA,Redwood City,San Mateo County,1403251.0,1672950.0,2144130.0
2663,93012,CA,Camarillo,Ventura County,560757.0,625732.0,869138.0
2666,91362,CA,Thousand Oaks,Ventura County,767379.0,866077.0,1187645.0
2670,95401,CA,Santa Rosa,Sonoma County,439072.0,527218.0,675114.0
2673,93292,CA,Visalia,Tulare County,208881.0,252255.0,368964.0
2679,95688,CA,Vacaville,Solano County,433811.0,515984.0,703461.0
2680,95380,CA,Turlock,Stanislaus County,239966.0,312926.0,433691.0
2683,92410,CA,San Bernardino,San Bernardino County,202322.0,278930.0,419674.0
2699,91701,CA,Rancho Cucamonga,San Bernardino County,477243.0,567949.0,811947.0
2707,94401,CA,San Mateo,San Mateo County,932423.0,1186346.0,1397048.0
2730,90048,CA,Los Angeles,Los Angeles County,1488111.0,1830521.0,2144768.0
2736,92707,CA,Santa Ana,Orange County,441956.0,555063.0,778505.0
2745,94043,CA,Mountain View,Santa Clara County,1223644.0,1497873.0,1798471.0
2751,92107,CA,San Diego,San Diego County,799599.0,993481.0,1527896.0
2764,93401,CA,San Luis Obispo,San Luis Obispo County,674449.0,754318.0,991160.0
2769,94131,CA,San Francisco,San Francisco County,1479490.0,1745702.0,2024816.0
2774,93555,CA,Ridgecrest,Kern County,164054.0,199410.0,264771.0
2776,92571,CA,Perris,Riverside County,256738.0,336962.0,520316.0
2777,94014,CA,Daly City,San Mateo County,806064.0,989855.0,1215405.0
2788,90620,CA,Buena Park,Orange County,522601.0,620266.0,898410.0
2791,96001,CA,Redding,Shasta County,240018.0,294837.0,392509.0
2798,93458,CA,Santa Maria,Santa Barbara County,306705.0,371952.0,529482.0
2800,91505,CA,Burbank,Los Angeles County,667204.0,827811.0,1120562.0
2804,92867,CA,Orange,Orange County,674412.0,762384.0,1092954.0
2811,90068,CA,Los Angeles,Los Angeles County,1248951.0,1468592.0,1883165.0
2813,91107,CA,Pasadena,Los Angeles County,817993.0,968298.0,1342025.0
2830,91750,CA,La Verne,Los Angeles County,584094.0,665155.0,906158.0
2833,90032,CA,Los Angeles,Los Angeles County,440480.0,637494.0,866547.0
2839,93036,CA,Oxnard,Ventura County,448648.0,538963.0,767652.0
2848,92264,CA,Palm Springs,Riverside County,344736.0,397884.0,630692.0
2867,91206,CA,Glendale,Los Angeles County,699746.0,885563.0,1199060.0
2875,94520,CA,Concord,Contra Costa County,,398396.0,502925.0
2876,90807,CA,Long Beach,Los Angeles County,564613.0,673105.0,927507.0
2896,92806,CA,Anaheim,Orange County,555436.0,660289.0,955341.0
2916,92203,CA,Indio,Riverside County,327088.0,375335.0,568520.0
2924,92831,CA,Fullerton,Orange County,589059.0,676319.0,977044.0
2932,90033,CA,Los Angeles,Los Angeles County,367562.0,520848.0,685313.0
2934,95116,CA,San Jose,Santa Clara County,562897.0,729420.0,1014589.0
2935,90063,CA,East Los Angeles,Los Angeles County,363896.0,504902.0,683750.0
2940,93905,CA,Salinas,Monterey County,341764.0,437643.0,625265.0
2942,92113,CA,San Diego,San Diego County,313992.0,431061.0,654326.0
2947,92065,CA,Ramona,San Diego County,449851.0,538811.0,803839.0
2949,90001,CA,Florence-Graham,Los Angeles County,299803.0,417707.0,537033.0
2950,95209,CA,Stockton,San Joaquin County,267998.0,357025.0,531367.0
2959,90806,CA,Long Beach,Los Angeles County,442731.0,568997.0,760617.0
2963,95337,CA,Manteca,San Joaquin County,362092.0,463259.0,714768.0
2964,93001,CA,Ventura,Ventura County,606874.0,721567.0,1037320.0
2968,94952,CA,Petaluma,Sonoma County,729966.0,853238.0,1124134.0
2970,95662,CA,Orangevale,Sacramento County,327951.0,415245.0,586222.0
2975,95901,CA,Marysville,Yuba County,185709.0,270501.0,391953.0
2981,95661,CA,Roseville,Placer County,408685.0,511415.0,723386.0
2985,94133,CA,San Francisco,San Francisco County,1461042.0,1455627.0,1524002.0
2988,95382,CA,Turlock,Stanislaus County,294535.0,367503.0,509343.0
2990,91790,CA,West Covina,Los Angeles County,462966.0,557310.0,771872.0
3000,92629,CA,Dana Point,Orange County,928865.0,1056741.0,1564384.0
3002,95301,CA,Atwater,Merced County,205914.0,275196.0,421460.0
3024,91789,CA,Walnut,Los Angeles County,726675.0,767676.0,1036360.0
3025,91104,CA,Pasadena,Los Angeles County,723381.0,879744.0,1232379.0
3026,95482,CA,Ukiah,Mendocino County,355725.0,392487.0,518826.0
3029,90220,CA,Compton,Los Angeles County,316840.0,425245.0,575952.0
3030,95361,CA,Oakdale,Stanislaus County,327103.0,402124.0,563625.0
3032,93245,CA,Lemoore,Kings County,217058.0,261729.0,363862.0
3034,94941,CA,Mill Valley,Marin County,1512323.0,1630042.0,2203102.0
3035,94526,CA,Danville,Contra Costa County,1098963.0,1240428.0,1900653.0
3045,95820,CA,Sacramento,Sacramento County,205936.0,302277.0,441351.0
3052,92270,CA,Rancho Mirage,Riverside County,505342.0,550511.0,866678.0
3066,95351,CA,Modesto,Stanislaus County,174647.0,256493.0,372294.0
3067,95407,CA,Santa Rosa,Sonoma County,435774.0,527804.0,665514.0
3073,96080,CA,Red Bluff,Tehama County,209421.0,259552.0,314344.0
3089,91350,CA,Santa Clarita,Los Angeles County,487204.0,576934.0,807768.0
3095,94588,CA,Pleasanton,Alameda County,937449.0,1093598.0,1625778.0
3097,96002,CA,Redding,Shasta County,228601.0,282100.0,379945.0
3099,90017,CA,Los Angeles,Los Angeles County,659088.0,679259.0,710925.0
3103,90038,CA,Los Angeles,Los Angeles County,848811.0,1048216.0,1225283.0
3121,90242,CA,Downey,Los Angeles County,437299.0,547408.0,723703.0
3123,95370,CA,Sonora,Tuolumne County,,,424814.0
3132,90230,CA,Culver City,Los Angeles County,780595.0,1033773.0,1275657.0
3133,95945,CA,Grass Valley,Nevada County,317309.0,383409.0,510684.0
3139,91326,CA,Los Angeles,Los Angeles County,721242.0,829989.0,1192002.0
3145,91711,CA,Claremont,Los Angeles County,614537.0,695187.0,935915.0
3148,95834,CA,Sacramento,Sacramento County,312889.0,404119.0,585889.0
3150,92807,CA,Anaheim,Orange County,669456.0,754260.0,1088409.0
3177,91773,CA,San Dimas,Los Angeles County,550418.0,636660.0,873294.0
3181,91001,CA,Altadena,Los Angeles County,724450.0,902527.0,1276039.0
3182,91355,CA,Santa Clarita,Los Angeles County,502536.0,587010.0,795763.0
3183,94070,CA,San Carlos,San Mateo County,1676105.0,1965673.0,2614074.0
3188,95409,CA,Santa Rosa,Sonoma County,597350.0,672735.0,791765.0
3190,91754,CA,Monterey Park,Los Angeles County,569554.0,694269.0,904138.0
3209,90301,CA,Inglewood,Los Angeles County,341672.0,531834.0,709673.0
3217,95120,CA,San Jose,Santa Clara County,1400822.0,1563127.0,2320300.0
3225,92108,CA,San Diego,San Diego County,351293.0,438096.0,636859.0
3226,95966,CA,Oroville,Butte County,179379.0,259189.0,333353.0
3266,93705,CA,Fresno,Fresno County,153741.0,213564.0,310342.0
3270,93101,CA,Santa Barbara,Santa Barbara County,864728.0,945363.0,1413420.0
3276,91316,CA,Los Angeles,Los Angeles County,612824.0,731304.0,993482.0
3291,91941,CA,La Mesa,San Diego County,535229.0,640796.0,982209.0
3297,92651,CA,Laguna Beach,Orange County,2146461.0,2326245.0,3249432.0
3301,90064,CA,Los Angeles,Los Angeles County,1340823.0,1676550.0,1953402.0
3302,92220,CA,Banning,Riverside County,208159.0,270160.0,407854.0
3320,93561,CA,Tehachapi,Kern County,236975.0,286161.0,407933.0
3321,92637,CA,Laguna Woods,Orange County,324304.0,413610.0,415693.0
3333,94903,CA,San Rafael,Marin County,879481.0,1032730.0,1439750.0
3347,90504,CA,Torrance,Los Angeles County,604048.0,739985.0,979488.0
3353,93638,CA,Madera,Madera County,168149.0,232228.0,330546.0
3369,92131,CA,San Diego,San Diego County,758750.0,888530.0,1446563.0
3382,93422,CA,Atascadero,San Luis Obispo County,474814.0,556382.0,779775.0
3391,91780,CA,Temple City,Los Angeles County,670123.0,757464.0,978008.0
3399,95682,CA,Shingle Springs,El Dorado County,408442.0,491431.0,709551.0
3408,93702,CA,Fresno,Fresno County,118554.0,168512.0,249980.0
3415,94602,CA,Oakland,Alameda County,796354.0,1011182.0,1430113.0
3418,92110,CA,San Diego,San Diego County,541171.0,693571.0,1034399.0
3431,95122,CA,San Jose,Santa Clara County,578035.0,739739.0,1028449.0
3452,90604,CA,Whittier,Los Angeles County,465408.0,566031.0,784655.0
3456,92701,CA,Santa Ana,Orange County,392419.0,498336.0,695598.0
3463,91739,CA,Rancho Cucamonga,San Bernardino County,571240.0,665442.0,935049.0
3469,90002,CA,Los Angeles,Los Angeles County,295485.0,413242.0,544161.0
3485,90039,CA,Los Angeles,Los Angeles County,860161.0,1060651.0,1401933.0
3494,95340,CA,Merced,Merced County,204785.0,270550.0,413133.0
3501,95993,CA,Yuba City,Sutter County,261351.0,359237.0,488856.0
3528,91776,CA,San Gabriel,Los Angeles County,568709.0,688226.0,887138.0
3535,93420,CA,Arroyo Grande,San Luis Obispo County,650564.0,719623.0,971940.0
3536,95070,CA,Saratoga,Santa Clara County,2523092.0,2828314.0,4053450.0
3563,91325,CA,Los Angeles,Los Angeles County,593466.0,723825.0,1046768.0
3574,92802,CA,Anaheim,Orange County,505863.0,618818.0,887706.0
3601,93955,CA,Seaside,Monterey County,450467.0,572072.0,786061.0
3602,95204,CA,Stockton,San Joaquin County,187210.0,269722.0,402831.0
3604,93454,CA,Santa Maria,Santa Barbara County,317057.0,384086.0,556366.0
3605,94063,CA,Redwood City,San Mateo County,969457.0,1222550.0,1517184.0
3614,91403,CA,Los Angeles,Los Angeles County,993118.0,1208680.0,1641047.0
3624,92123,CA,San Diego,San Diego County,495867.0,624173.0,958441.0
3633,92120,CA,San Diego,San Diego County,540185.0,660917.0,1035730.0
3639,95210,CA,Stockton,San Joaquin County,195140.0,280949.0,416919.0
3640,93021,CA,Moorpark,Ventura County,603125.0,680655.0,941847.0
3661,91356,CA,Los Angeles,Los Angeles County,850514.0,1005500.0,1433749.0
3663,93637,CA,Madera,Madera County,204819.0,268965.0,383644.0
3674,91352,CA,Los Angeles,Los Angeles County,447113.0,582515.0,820975.0
3681,92675,CA,San Juan Capistrano,Orange County,728160.0,804746.0,1195354.0
3687,94306,CA,Palo Alto,Santa Clara County,2713546.0,2902190.0,3763859.0
3697,95132,CA,San Jose,Santa Clara County,878150.0,1144831.0,1664609.0
3701,94510,CA,Benicia,Solano County,544601.0,644017.0,878971.0
3705,92869,CA,Orange,Orange County,670802.0,765252.0,1113960.0
3719,93710,CA,Fresno,Fresno County,219065.0,277536.0,401713.0
3734,92311,CA,Barstow,San Bernardino County,107590.0,151984.0,243755.0
3744,92008,CA,Carlsbad,San Diego County,774310.0,937870.0,1538087.0
3753,95838,CA,Sacramento,Sacramento County,191112.0,283209.0,415362.0
3774,94607,CA,Oakland,Alameda County,528483.0,685093.0,810141.0
3778,95842,CA,Sacramento,Sacramento County,219343.0,310424.0,448857.0
3795,95356,CA,Modesto,Stanislaus County,295277.0,374442.0,528384.0
3796,92083,CA,Vista,San Diego County,403148.0,503719.0,776984.0
3797,90221,CA,Compton,Los Angeles County,324762.0,438066.0,584129.0
3802,93657,CA,Sanger,Fresno County,216518.0,275663.0,394187.0
3812,90031,CA,Los Angeles,Los Angeles County,474726.0,668075.0,893245.0
3813,91007,CA,Arcadia,Los Angeles County,996612.0,1044401.0,1328255.0
3830,95816,CA,Sacramento,Sacramento County,489551.0,613637.0,766167.0
3834,95677,CA,Rocklin,Placer County,383574.0,482316.0,685173.0
3836,95348,CA,Merced,Merced County,216535.0,280318.0,423921.0
3857,95660,CA,Sacramento,Sacramento County,188746.0,274931.0,412406.0
3874,94555,CA,Fremont,Alameda County,874497.0,1104591.0,1567857.0
3885,95148,CA,San Jose,Santa Clara County,845691.0,1040667.0,1542996.0
3896,94134,CA,San Francisco,San Francisco County,878976.0,1104239.0,1234399.0
3897,92694,CA,Ladera Ranch,Orange County,744999.0,812946.0,1207716.0
3917,92586,CA,Menifee,Riverside County,211374.0,280030.0,412194.0
3922,94530,CA,El Cerrito,Contra Costa County,,,1162770.0
3926,94549,CA,Lafayette,Contra Costa County,1237176.0,1423713.0,1909162.0
3930,90023,CA,Los Angeles,Los Angeles County,344859.0,465783.0,618177.0
3931,95603,CA,Auburn,Placer County,380225.0,479763.0,652005.0
3944,94002,CA,Belmont,San Mateo County,1605673.0,1841644.0,2494675.0
3945,92595,CA,Wildomar,Riverside County,346887.0,425822.0,659037.0
3953,90621,CA,Buena Park,Orange County,511111.0,597729.0,852864.0
3959,91106,CA,Pasadena,Los Angeles County,638840.0,743468.0,959722.0
3969,95118,CA,San Jose,Santa Clara County,948766.0,1163942.0,1668229.0
3985,92124,CA,San Diego,San Diego County,549735.0,667197.0,1035642.0
3993,94596,CA,Walnut Creek,Contra Costa County,860945.0,908584.0,1233060.0
3998,95205,CA,Stockton,San Joaquin County,138808.0,226691.0,340618.0
4007,93215,CA,Delano,Kern County,184338.0,223370.0,304100.0
4017,92843,CA,Garden Grove,Orange County,506834.0,621463.0,903847.0
4029,95472,CA,Sebastopol,Sonoma County,743952.0,865407.0,1171397.0
4039,91722,CA,Covina,Los Angeles County,421803.0,508181.0,711584.0
4050,94559,CA,Napa,Napa County,546809.0,634663.0,855588.0
4073,93704,CA,Fresno,Fresno County,203393.0,262630.0,373340.0
4075,91321,CA,Santa Clarita,Los Angeles County,418347.0,515122.0,706229.0
4076,92602,CA,Irvine,Orange County,984439.0,1088770.0,1524112.0
4079,90274,CA,Palos Verdes Estates,Los Angeles County,1792544.0,1934950.0,2571148.0
4080,93305,CA,Bakersfield,Kern County,133818.0,168570.0,239004.0
4087,90302,CA,Inglewood,Los Angeles County,378524.0,585131.0,768451.0
4092,93035,CA,Oxnard,Ventura County,562194.0,643457.0,906454.0
4095,92555,CA,Moreno Valley,Riverside County,315935.0,399748.0,611076.0
4110,94124,CA,San Francisco,San Francisco County,790230.0,1003868.0,1100162.0
4125,94597,CA,Walnut Creek,Contra Costa County,764618.0,861341.0,1136505.0
4129,92663,CA,Newport Beach,Orange County,1727851.0,1962675.0,2738884.0
4131,94132,CA,San Francisco,San Francisco County,1092007.0,1345627.0,1561795.0
4137,91791,CA,West Covina,Los Angeles County,555148.0,641713.0,872549.0
4147,95032,CA,Los Gatos,Santa Clara County,1683807.0,1884934.0,2715585.0
4150,90601,CA,Whittier,Los Angeles County,471993.0,581374.0,772135.0
4152,94598,CA,Walnut Creek,Contra Costa County,493068.0,584481.0,734652.0
4168,92614,CA,Irvine,Orange County,663189.0,757934.0,1023800.0
4169,91763,CA,Montclair,San Bernardino County,364669.0,452481.0,655065.0
4195,90015,CA,Los Angeles,Los Angeles County,644968.0,688127.0,746471.0
4207,93004,CA,Ventura,Ventura County,512284.0,595360.0,832960.0
4218,95219,CA,Stockton,San Joaquin County,321585.0,399102.0,585148.0
4220,93105,CA,Santa Barbara,Santa Barbara County,1153270.0,1231086.0,1924341.0
4224,90260,CA,Lawndale,Los Angeles County,478374.0,625850.0,827723.0
4244,91354,CA,Santa Clarita,Los Angeles County,522247.0,605843.0,829680.0
4246,91101,CA,Pasadena,Los Angeles County,525013.0,626612.0,780779.0
4251,95117,CA,San Jose,Santa Clara County,1042307.0,1321528.0,1838441.0
4256,93706,CA,Fresno,Fresno County,121686.0,172390.0,259800.0
4270,95818,CA,Sacramento,Sacramento County,485406.0,607751.0,779092.0
4293,92782,CA,Tustin,Orange County,741836.0,826360.0,1164308.0
4297,93933,CA,Marina,Monterey County,496929.0,633687.0,857481.0
4306,92081,CA,Vista,San Diego County,480356.0,575710.0,904549.0
4318,91006,CA,Arcadia,Los Angeles County,947425.0,1000918.0,1290298.0
4322,90712,CA,Lakewood,Los Angeles County,494384.0,591453.0,817649.0
4368,90605,CA,Whittier,Los Angeles County,441544.0,530812.0,732180.0
4373,95492,CA,Windsor,Sonoma County,544319.0,639219.0,806163.0
4374,92284,CA,Yucca Valley,San Bernardino County,163144.0,232090.0,369939.0
4379,92653,CA,Laguna Hills,Orange County,708617.0,786981.0,1166302.0
4381,92883,CA,Corona,Riverside County,442189.0,515285.0,769900.0
4387,90404,CA,Santa Monica,Los Angeles County,926575.0,1139446.0,1261180.0
4395,94609,CA,Oakland,Alameda County,852153.0,1096670.0,1419809.0
4401,91752,CA,Eastvale,Riverside County,442518.0,541209.0,802907.0
4412,91214,CA,Glendale,Los Angeles County,739167.0,896374.0,1248827.0
4420,95003,CA,Aptos,Santa Cruz County,836459.0,970014.0,1530370.0
4455,94402,CA,San Mateo,San Mateo County,1700696.0,2007621.0,2645768.0
4458,95632,CA,Galt,Sacramento County,295556.0,393079.0,554743.0
4464,91030,CA,South Pasadena,Los Angeles County,1019321.0,1234147.0,1597194.0
4469,92139,CA,San Diego,San Diego County,348972.0,457483.0,719164.0
4483,94545,CA,Hayward,Alameda County,543024.0,707673.0,1028369.0
4512,92277,CA,Twentynine Palms,San Bernardino County,103333.0,151522.0,263190.0
4517,92673,CA,San Clemente,Orange County,924951.0,1021859.0,1591100.0
4533,91803,CA,Alhambra,Los Angeles County,555353.0,692195.0,914093.0
4542,95242,CA,Lodi,San Joaquin County,328896.0,410279.0,586421.0
4553,93552,CA,Palmdale,Los Angeles County,240366.0,326468.0,488423.0
4571,94062,CA,Redwood City,San Mateo County,1957812.0,2230575.0,2940262.0
4572,92679,CA,Coto de Caza,Orange County,883216.0,963440.0,1456970.0
4577,91364,CA,Los Angeles,Los Angeles County,808847.0,958683.0,1385467.0
4579,95618,CA,Davis,Yolo County,591025.0,665378.0,870101.0
4599,91351,CA,Santa Clarita,Los Angeles County,420217.0,514941.0,715131.0
4603,94585,CA,Suisun City,Solano County,322663.0,419496.0,580714.0
4606,92236,CA,Coachella,Riverside County,207075.0,264543.0,392790.0
4612,93703,CA,Fresno,Fresno County,145786.0,200413.0,291767.0
4630,94518,CA,Concord,Contra Costa County,,645045.0,888486.0
4644,90059,CA,Los Angeles,Los Angeles County,299454.0,414650.0,556815.0
4648,94595,CA,Walnut Creek,Contra Costa County,1013543.0,1136033.0,1424329.0
4649,90041,CA,Los Angeles,Los Angeles County,744829.0,927822.0,1335476.0
4681,93901,CA,Salinas,Monterey County,452772.0,558492.0,759133.0
4709,90254,CA,Hermosa Beach,Los Angeles County,1607179.0,1801551.0,2266394.0
4720,91733,CA,South El Monte,Los Angeles County,418790.0,508117.0,676022.0
4721,95824,CA,Sacramento,Sacramento County,176906.0,260748.0,382657.0
4722,96007,CA,Anderson,Shasta County,202692.0,252096.0,343329.0
4738,94603,CA,Oakland,Alameda County,337453.0,496977.0,653979.0
4752,90810,CA,Long Beach,Los Angeles County,390629.0,499698.0,684104.0
4758,91042,CA,Los Angeles,Los Angeles County,517535.0,662597.0,915740.0
4762,92231,CA,Calexico,Imperial County,186922.0,234271.0,339995.0
4767,95829,CA,Sacramento,Sacramento County,343465.0,433484.0,635560.0
4809,92583,CA,San Jacinto,Riverside County,208298.0,282856.0,440850.0
4827,93314,CA,Rosedale,Kern County,359614.0,390948.0,556129.0
4840,92706,CA,Santa Ana,Orange County,553180.0,665928.0,963292.0
4845,91602,CA,Los Angeles,Los Angeles County,768227.0,944852.0,1211907.0
4869,95501,CA,Eureka,Humboldt County,246812.0,292656.0,415538.0
4880,92508,CA,Riverside,Riverside County,423437.0,510190.0,767147.0
4906,94619,CA,Oakland,Alameda County,664742.0,817372.0,1152996.0
4923,92301,CA,Adelanto,San Bernardino County,174136.0,241255.0,371899.0
4934,95503,CA,Eureka,Humboldt County,269134.0,319764.0,473134.0
4941,94801,CA,Richmond,Contra Costa County,427155.0,617730.0,821939.0
4952,92604,CA,Irvine,Orange County,724528.0,822610.0,1166554.0
4959,95864,CA,Arden-Arcade,Sacramento County,461287.0,548763.0,758774.0
4980,94612,CA,Oakland,Alameda County,551993.0,694077.0,785334.0
4990,94589,CA,Vallejo,Solano County,298603.0,409724.0,567276.0
5002,95405,CA,Santa Rosa,Sonoma County,527095.0,615369.0,760395.0
5007,93654,CA,Reedley,Fresno County,194815.0,246021.0,341915.0
5022,91932,CA,Imperial Beach,San Diego County,443549.0,606816.0,882365.0
5029,91303,CA,Los Angeles,Los Angeles County,439518.0,552902.0,778322.0
5038,91324,CA,Los Angeles,Los Angeles County,545577.0,651445.0,930738.0
5041,92394,CA,Victorville,San Bernardino County,199789.0,267107.0,414341.0
5051,91740,CA,Glendora,Los Angeles County,480073.0,564496.0,774246.0
5056,92011,CA,Carlsbad,San Diego County,832789.0,998836.0,1595536.0
5076,93060,CA,Santa Paula,Ventura County,388460.0,471521.0,685392.0
5082,90272,CA,Los Angeles,Los Angeles County,2891827.0,3208562.0,3801709.0
5084,91504,CA,Burbank,Los Angeles County,695015.0,875054.0,1215439.0
5104,95121,CA,San Jose,Santa Clara County,690873.0,867711.0,1262877.0
5105,95131,CA,San Jose,Santa Clara County,838672.0,1076413.0,1501474.0
5117,90062,CA,Los Angeles,Los Angeles County,409520.0,610068.0,823014.0
5120,92119,CA,San Diego,San Diego County,514338.0,630262.0,989305.0
5123,91302,CA,Calabasas,Los Angeles County,1290040.0,1437256.0,1982145.0
5130,91915,CA,Chula Vista,San Diego County,472733.0,551231.0,858361.0
5133,90713,CA,Lakewood,Los Angeles County,515773.0,614801.0,844948.0
5142,90680,CA,Stanton,Orange County,425648.0,526515.0,749790.0
5181,94621,CA,Oakland,Alameda County,310550.0,469961.0,619635.0
5198,95358,CA,Modesto,Stanislaus County,213401.0,299350.0,436929.0
5205,94580,CA,San Lorenzo,Alameda County,522871.0,670906.0,947503.0
5220,94704,CA,Berkeley,Alameda County,980213.0,1236351.0,1503657.0
5235,94947,CA,Novato,Marin County,733800.0,804170.0,1106434.0
5241,93662,CA,Selma,Fresno County,187532.0,240293.0,333396.0
5277,91741,CA,Glendora,Los Angeles County,634143.0,711832.0,954411.0
5283,92337,CA,Fontana,San Bernardino County,323337.0,401620.0,583756.0
5285,94803,CA,El Sobrante,Contra Costa County,466259.0,597793.0,818703.0
5287,95341,CA,Merced,Merced County,155442.0,226666.0,354088.0
5292,92354,CA,Loma Linda,San Bernardino County,352107.0,432770.0,601100.0
5293,95815,CA,Sacramento,Sacramento County,162895.0,253961.0,378648.0
5300,90814,CA,Long Beach,Los Angeles County,621473.0,747140.0,967945.0
5304,90210,CA,Beverly Hills,Los Angeles County,4676895.0,4982868.0,6093126.0
5312,91792,CA,West Covina,Los Angeles County,461412.0,558665.0,779193.0
5313,90249,CA,Gardena,Los Angeles County,454054.0,595354.0,828957.0
5330,91784,CA,Upland,San Bernardino County,593229.0,681593.0,955344.0
5348,92841,CA,Garden Grove,Orange County,547966.0,662267.0,943799.0
5350,91301,CA,Agoura Hills,Los Angeles County,795979.0,909479.0,1257899.0
5356,94030,CA,Millbrae,San Mateo County,1512906.0,1794251.0,2259653.0
5357,91411,CA,Los Angeles,Los Angeles County,605687.0,771532.0,1045011.0
5368,95841,CA,Sacramento,Sacramento County,228440.0,324522.0,459116.0
5386,90710,CA,Los Angeles,Los Angeles County,494732.0,612658.0,827190.0
5396,95377,CA,Tracy,San Joaquin County,446768.0,552204.0,866015.0
5397,90717,CA,Lomita,Los Angeles County,569319.0,693719.0,931696.0
5406,95354,CA,Modesto,Stanislaus County,198036.0,274936.0,400143.0
5407,95959,CA,Nevada City,Nevada County,385322.0,460579.0,626698.0
5422,95961,CA,Olivehurst,Yuba County,204839.0,300720.0,441670.0
5440,92835,CA,Fullerton,Orange County,740187.0,829610.0,1195900.0
5450,94085,CA,Sunnyvale,Santa Clara County,1017873.0,1344100.0,1720294.0
5453,92881,CA,Corona,Riverside County,476907.0,569451.0,855923.0
5462,92405,CA,San Bernardino,San Bernardino County,207555.0,285353.0,430590.0
5474,92118,CA,Coronado,San Diego County,1529641.0,1940713.0,2729733.0
5480,94703,CA,Berkeley,Alameda County,965947.0,1254764.0,1586000.0
5481,93405,CA,San Luis Obispo,San Luis Obispo County,673979.0,753856.0,981472.0
5501,92227,CA,Brawley,Imperial County,176238.0,225156.0,317805.0
5521,90720,CA,Los Alamitos,Orange County,877799.0,1033543.0,1484228.0
5525,95776,CA,Woodland,Yolo County,363181.0,440566.0,616331.0
5540,94547,CA,Hercules,Contra Costa County,,764503.0,1057459.0
5545,91202,CA,Glendale,Los Angeles County,721478.0,908323.0,1237808.0
5546,95531,CA,Crescent City,Del Norte County,220885.0,256696.0,338152.0
5554,91945,CA,Lemon Grove,San Diego County,383748.0,482164.0,752389.0
5613,94089,CA,Sunnyvale,Santa Clara County,997447.0,1252975.0,1595747.0
5621,95521,CA,Arcata,Humboldt County,319047.0,355972.0,490425.0
5636,92832,CA,Fullerton,Orange County,491276.0,591038.0,852757.0
5649,91755,CA,Monterey Park,Los Angeles County,536439.0,642960.0,841750.0
5680,95133,CA,San Jose,Santa Clara County,733046.0,907630.0,1225040.0
5741,90732,CA,Los Angeles,Los Angeles County,561506.0,671575.0,882527.0
5745,92868,CA,Orange,Orange County,484703.0,594261.0,851244.0
5758,93618,CA,Dinuba,Tulare County,180042.0,228306.0,320671.0
5768,90606,CA,Whittier,Los Angeles County,414923.0,503775.0,690136.0
5771,95054,CA,Santa Clara,Santa Clara County,959769.0,1227849.0,1622054.0
5785,91103,CA,Pasadena,Los Angeles County,656625.0,810187.0,1075585.0
5791,95827,CA,Rancho Cordova,Sacramento County,247145.0,340988.0,495983.0
5810,93444,CA,Nipomo,San Luis Obispo County,555302.0,630281.0,874476.0
5816,91724,CA,Covina,Los Angeles County,517092.0,607512.0,839736.0
5821,96150,CA,South Lake Tahoe,El Dorado County,380296.0,457114.0,749523.0
5825,95363,CA,Patterson,Stanislaus County,284245.0,382724.0,534814.0
5828,93950,CA,Pacific Grove,Monterey County,857030.0,986669.0,1435992.0
5852,92596,CA,Winchester,Riverside County,370461.0,449327.0,691846.0
5868,94506,CA,Danville,Contra Costa County,1888047.0,2104706.0,3102472.0
5887,91501,CA,Burbank,Los Angeles County,718397.0,886699.0,1204909.0
5918,93560,CA,Rosamond,Kern County,189304.0,266123.0,395544.0
5922,95949,CA,Grass Valley,Nevada County,361434.0,428190.0,578583.0
5924,94706,CA,Albany,Alameda County,905871.0,1091413.0,1479360.0
5938,95448,CA,Healdsburg,Sonoma County,787423.0,881126.0,1124227.0
