,zip,city,county,12/31/2015,12/31/2019
1054,95631,Foresthill,Placer,326744.0,398617.0
1055,95018,Felton,Santa Cruz,576598.0,711799.0
1056,95658,Newcastle,Placer,535157.0,667913.0
1057,93267,Strathmore,Tulare,145199.0,192353.0
1058,92276,Thousand Palms,Riverside,191222.0,256092.0
1059,94939,Larkspur,Marin,1504362.0,1701712.0
1060,93591,Palmdale,Los Angeles,152660.0,241815.0
1061,92342,Helendale,San Bernardino,201458.0,251259.0
1062,96094,Weed,Siskiyou,203467.0,232061.0
1063,92356,Lucerne Valley,San Bernardino,121351.0,180459.0
1064,93924,Carmel Valley,Monterey,957923.0,1077818.0
1065,92624,Capistrano Beach,Orange,929051.0,1040542.0
1066,93615,Cutler,Tulare,124121.0,172417.0
1067,93240,Lake Isabella,Kern,121744.0,148770.0
1068,95683,Sloughhouse,Sacramento,448577.0,546143.0
1069,95436,Forestville,Sonoma,488947.0,575454.0
1070,93427,Buellton,Santa Barbara,556015.0,618435.0
1071,92372,Pinon Hills,San Bernardino,232240.0,298586.0
1072,95202,Stockton,San Joaquin,148592.0,250837.0
1073,95626,Elverta,Sacramento,265917.0,365976.0
1074,95987,Williams,Colusa,217454.0,253396.0
1075,95971,Quincy,Plumas,232225.0,255391.0
1076,95046,San Martin,Santa Clara,959365.0,1099273.0
1077,93428,Cambria,San Luis Obispo,681941.0,766381.0
1078,92861,Villa Park,Orange,1261290.0,1358801.0
1079,93656,Riverdale,Fresno,162098.0,222637.0
1080,95619,Diamond Springs,El Dorado,264745.0,335410.0
1081,90290,Topanga,Los Angeles,1074518.0,1258007.0
1082,92352,Lake Arrowhead,San Bernardino,392304.0,448400.0
1083,95470,Redwood Valley,Mendocino,409194.0,442930.0
1084,95709,Camino,El Dorado,318529.0,376685.0
1085,95249,San Andreas,Calaveras,275068.0,275341.0
1086,93256,Pixley,Tulare,124002.0,156236.0
1087,95912,Arbuckle,Colusa,256344.0,308887.0
1088,93270,Terra Bella,Tulare,171691.0,216461.0
1089,92363,Needles,San Bernardino,79364.0,103770.0
1090,93460,Santa Ynez,Santa Barbara,1014200.0,1113613.0
1091,95672,Rescue,El Dorado,457644.0,551098.0
1092,96101,Alturas,Modoc,107575.0,120894.0
1093,95692,Wheatland,Yuba,245145.0,336188.0
1094,92315,Big Bear Lake,San Bernardino,322204.0,377382.0
1095,93609,Caruthers,Fresno,182866.0,242220.0
1096,95446,Guerneville,Sonoma,403390.0,472634.0
1097,95231,French Camp,San Joaquin,266158.0,369445.0
1098,95666,Pioneer,Amador,229333.0,266466.0
1099,92003,Bonsall,San Diego,569094.0,680216.0
1100,92590,Temecula,Riverside,898263.0,1026377.0
1101,92210,Indian Wells,Riverside,771192.0,814507.0
1102,95722,Meadow Vista,Placer,435172.0,524304.0
1103,95222,Angels Camp,Calaveras,304850.0,514941.0
1104,92278,Twentynine Palms,San Bernardino,429532.0,514941.0
1105,92823,Brea,Orange,752626.0,812444.0
1106,96013,Burney,Shasta,429532.0,152921.0
1107,93501,Mojave,Kern,96250.0,153642.0
1108,93225,Frazier Park,Kern,167453.0,220914.0
1109,95365,Planada,Merced,124034.0,196081.0
1110,92121,San Diego,San Diego,608945.0,764443.0
1111,93272,Tipton,Tulare,130231.0,163815.0
1112,94005,Brisbane,San Mateo,861100.0,1076169.0
1113,96088,Shingletown,Shasta,429532.0,264835.0
1114,95685,Sutter Creek,Amador,323334.0,378848.0
1115,94951,Penngrove,Sonoma,836636.0,979834.0
1116,92397,Wrightwood,San Bernardino,256828.0,309588.0
1117,92539,Anza,Riverside,218874.0,292617.0
1118,95228,Copperopolis,Calaveras,349307.0,514941.0
1119,96064,Montague,Siskiyou,165235.0,185044.0
1120,95328,Keyes,Stanislaus,210817.0,294095.0
1121,93451,San Miguel,San Luis Obispo,335746.0,409093.0
1122,92382,Running Springs,San Bernardino,184563.0,239617.0
1123,95938,Durham,Butte,378553.0,527696.0
1124,91906,Campo,San Diego,252987.0,337275.0
1125,95614,Cool,El Dorado,344566.0,407866.0
1126,95665,Pine Grove,Amador,279193.0,327833.0
1127,93202,Armona,Kings,141213.0,182780.0
1128,95004,Aromas,Monterey,591393.0,717621.0
1129,95045,San Juan Bautista,San Benito,557022.0,658048.0
1130,93235,Ivanhoe,Tulare,122465.0,171949.0
1131,95236,Linden,San Joaquin,381850.0,492155.0
1132,95633,Garden Valley,El Dorado,306395.0,374033.0
1133,95655,Mather,Sacramento,333869.0,427618.0
1134,94129,San Francisco,San Francisco,2099693.0,2640091.0
1135,93660,San Joaquin,Fresno,138722.0,183447.0
1136,93953,Pebble Beach,Monterey,2039936.0,2270119.0
1137,95247,Murphys,Calaveras,337025.0,378189.0
1138,91708,Chino,San Bernardino,434904.0,496671.0
1139,95379,Tuolumne,Tuolumne,429532.0,514941.0
1140,96073,Palo Cedro,Shasta,429532.0,431874.0
1141,90704,Avalon,Los Angeles,626384.0,722600.0
1142,94508,Angwin,Napa,758622.0,822180.0
1143,93675,Squaw Valley,Fresno,212169.0,260317.0
1144,96055,Los Molinos,Tehama,178159.0,213795.0
1145,95053,Santa Clara,Santa Clara,429532.0,514941.0
1146,94304,Palo Alto,Santa Clara,3267546.0,3426807.0
1147,94535,Travis Afb,Solano,429532.0,514941.0
1148,90010,Los Angeles,Los Angeles,811515.0,860861.0
1149,95627,Esparto,Yolo,261398.0,348141.0
1150,90089,Los Angeles,Los Angeles,429532.0,514941.0
1151,95423,Clearlake Oaks,Lake,148887.0,189653.0
1152,92140,San Diego,San Diego,429532.0,514941.0
1153,95917,Biggs,Butte,174596.0,264506.0
1154,95623,El Dorado,El Dorado,374766.0,441400.0
1155,95237,Lockeford,San Joaquin,301132.0,372148.0
1156,96035,Gerber,Tehama,160505.0,193179.0
1157,95383,Twain Harte,Tuolumne,429532.0,514941.0
1158,94111,San Francisco,San Francisco,1315033.0,1318006.0
1159,95258,Woodbridge,San Joaquin,345754.0,433509.0
1160,96143,Kings Beach,Placer,450633.0,566556.0
1161,96093,Weaverville,Trinity,246739.0,261522.0
1162,95634,Georgetown,El Dorado,266206.0,333723.0
1163,93523,Edwards,Kern,70411.0,112318.0
1164,95321,Groveland,Tuolumne,429532.0,285137.0
1165,93602,Auberry,Fresno,265030.0,301063.0
1166,93242,Laton,Fresno,174717.0,227180.0
1167,95546,Hoopa,Humboldt,429532.0,514941.0
1168,94038,Moss Beach,San Mateo,1013287.0,1202500.0
1169,92661,Newport Beach,Orange,2986907.0,3231261.0
1170,95562,Rio Dell,Humboldt,210073.0,256262.0
1171,93437,Lompoc,Santa Barbara,429532.0,514941.0
1172,93265,Springville,Tulare,273856.0,335255.0
1173,93921,Carmel,Monterey,1494119.0,1890864.0
1174,94525,Crockett,Contra Costa,429532.0,514941.0
1175,96114,Janesville,Lassen,230257.0,254071.0
1176,96122,Portola,Plumas,168491.0,183322.0
1177,95982,Sutter,Sutter,226796.0,302964.0
1178,91330,Northridge,Los Angeles,429532.0,514941.0
1179,96137,Westwood,Lassen,313198.0,338867.0
1180,95457,Lower Lake,Lake,232532.0,296549.0
1181,93066,Somis,Ventura,946560.0,1106477.0
1182,95442,Glen Ellen,Sonoma,864307.0,979932.0
1183,93650,Fresno,Fresno,148830.0,199182.0
1184,94964,San Quentin,Marin,429532.0,514941.0
1185,95684,Somerset,El Dorado,325753.0,364485.0
1186,94599,Yountville,Napa,1011985.0,965215.0
1187,92256,Morongo Valley,San Bernardino,153780.0,223691.0
1188,92536,Aguanga,Riverside,327380.0,396034.0
1189,94130,San Francisco,San Francisco,429532.0,514941.0
1190,95458,Lucerne,Lake,151130.0,214131.0
1191,90021,Los Angeles,Los Angeles,457815.0,579587.0
1192,96041,Hayfork,Trinity,219917.0,245240.0
1193,95918,Browns Valley,Yuba,378156.0,480669.0
1194,95536,Ferndale,Humboldt,306166.0,372575.0
1195,93430,Cayucos,San Luis Obispo,949522.0,1019617.0
1196,94720,Berkeley,Alameda,429532.0,514941.0
1197,93643,North Fork,Madera,258426.0,309919.0
1198,92365,Newberry Springs,San Bernardino,111226.0,127181.0
1199,90058,Los Angeles,Los Angeles,297127.0,404479.0
1200,92230,Cabazon,Riverside,144401.0,217162.0
1201,95951,Hamilton City,Glenn,184244.0,210498.0
1202,93532,Lake Hughes,Los Angeles,217916.0,300707.0
1203,95223,Arnold,Calaveras,429532.0,317794.0
1204,92061,Pauma Valley,San Diego,491927.0,563307.0
1205,96032,Fort Jones,Siskiyou,194957.0,220890.0
1206,95485,Upper Lake,Lake,253455.0,289509.0
1207,92275,Salton City,Imperial,429532.0,514941.0
1208,92036,Julian,San Diego,318045.0,386823.0
1209,92281,Westmorland,Imperial,429532.0,514941.0
1210,93616,Del Rey,Fresno,177765.0,234514.0
1211,95428,Covelo,Mendocino,429532.0,286353.0
1212,93453,Santa Margarita,San Luis Obispo,465649.0,552206.0
1213,95329,La Grange,Stanislaus,240845.0,290647.0
1214,95461,Middletown,Lake,210774.0,264732.0
1215,95333,Le Grand,Merced,152968.0,235573.0
1216,92662,Newport Beach,Orange,2838935.0,3029276.0
1217,92549,Idyllwild,Riverside,266284.0,345561.0
1218,95460,Mendocino,Mendocino,727489.0,787475.0
1219,95464,Nice,Lake,124444.0,192565.0
1220,94037,Montara,San Mateo,1010585.0,1223786.0
1221,95663,Penryn,Placer,505166.0,631296.0
1222,93252,Maricopa,Kern,129848.0,125165.0
1223,93271,Three Rivers,Tulare,293714.0,362068.0
1224,93285,Wofford Heights,Kern,128053.0,146320.0
1225,93261,Richgrove,Tulare,117310.0,152571.0
1226,92285,Landers,San Bernardino,87740.0,167146.0
1227,90067,Los Angeles,Los Angeles,1035464.0,1196176.0
1228,93626,Friant,Fresno,401115.0,463671.0
1229,93667,Tollhouse,Fresno,273895.0,311549.0
1230,96020,Chester,Plumas,240696.0,265036.0
1231,95002,Alviso,Santa Clara,810353.0,1060817.0
1232,95570,Trinidad,Humboldt,573796.0,710272.0
1233,96027,Etna,Siskiyou,190200.0,212059.0
1234,95669,Plymouth,Amador,360042.0,416846.0
1235,92004,Borrego Springs,San Diego,211881.0,232179.0
1236,93283,Weldon,Kern,104718.0,128270.0
1237,95445,Gualala,Mendocino,465744.0,489072.0
1238,92401,San Bernardino,San Bernardino,168484.0,241158.0
1239,92386,Sugarloaf,San Bernardino,156950.0,204162.0
1240,95465,Occidental,Sonoma,820010.0,967103.0
1241,93516,Boron,Kern,52194.0,82932.0
1242,95690,Walnut Grove,Sacramento,327188.0,411644.0
1243,92398,Yermo,San Bernardino,80764.0,103572.0
1244,94511,Bethel Island,Contra Costa,349962.0,444167.0
1245,96145,Tahoe City,Placer,782820.0,952133.0
1246,96025,Dunsmuir,Siskiyou,160370.0,182942.0
1247,95638,Herald,Sacramento,481814.0,578441.0
1248,95454,Laytonville,Mendocino,293281.0,331419.0
1249,95113,San Jose,Santa Clara,675109.0,784996.0
1250,91962,Pine Valley,San Diego,366811.0,452954.0
1251,93925,Chualar,Monterey,350892.0,450449.0
1252,92676,Silverado,Orange,589316.0,700417.0
1253,96134,Tulelake,Siskiyou,79060.0,97193.0
1254,95372,Soulsbyville,Tuolumne,429532.0,514941.0
1255,93205,Bodfish,Kern,96149.0,123061.0
1256,92273,Seeley,Imperial,429532.0,514941.0
1257,92391,Twin Peaks,San Bernardino,196227.0,261315.0
1258,93258,Porterville,Tulare,429532.0,514941.0
1259,91916,Descanso,San Diego,375157.0,464152.0
1260,96113,Herlong,Lassen,77728.0,82627.0
1261,95469,Potter Valley,Mendocino,231892.0,338810.0
1262,95311,Coulterville,Mariposa,215001.0,242183.0
1263,92145,San Diego,San Diego,429532.0,514941.0
1264,95645,Knights Landing,Yolo,238350.0,303837.0
1265,95975,Rough And Ready,Nevada,340670.0,400334.0
1266,93249,Lost Hills,Kern,135547.0,172620.0
1267,95310,Columbia,Tuolumne,429532.0,514941.0
1268,95542,Garberville,Humboldt,449084.0,456228.0
1269,90263,Malibu,Los Angeles,429532.0,514941.0
1270,93040,Piru,Ventura,336062.0,437553.0
1271,93545,Lone Pine,Inyo,429532.0,238367.0
1272,95421,Cazadero,Sonoma,469378.0,557094.0
1273,95567,Smith River,Del Norte,293227.0,334565.0
1274,93651,Prather,Fresno,348606.0,406494.0
1275,95441,Geyserville,Sonoma,1017659.0,1170033.0
1276,96118,Loyalton,Sierra,167163.0,196432.0
1277,93562,Trona,San Bernardino,57717.0,62706.0
1278,95319,Empire,Stanislaus,165322.0,249975.0
1279,95245,Mokelumne Hill,Calaveras,248886.0,287236.0
1280,93553,Pearblossom,Los Angeles,216966.0,283303.0
1281,93206,Buttonwillow,Kern,125130.0,151254.0
1282,95689,Volcano,Amador,274295.0,322199.0
1283,94020,La Honda,San Mateo,905766.0,917365.0
1284,92283,Winterhaven,Imperial,429532.0,514941.0
1285,95374,Stevinson,Merced,313726.0,439753.0
1286,93601,Ahwahnee,Madera,278508.0,347595.0
1287,95524,Bayside,Humboldt,442141.0,514378.0
1288,93440,Los Alamos,Santa Barbara,512338.0,558233.0
1289,95947,Greenville,Plumas,180599.0,181893.0
1290,95903,Beale Afb,Yuba,429532.0,514941.0
1291,95211,Stockton,San Joaquin,429532.0,514941.0
1292,93513,Big Pine,Inyo,429532.0,284220.0
1293,95560,Redway,Humboldt,429532.0,306083.0
1294,95664,Pilot Hill,El Dorado,409925.0,488603.0
1295,93222,Frazier Park,Kern,215905.0,270764.0
1296,93201,Alpaugh,Tulare,155767.0,143211.0
1297,96052,Lewiston,Trinity,267711.0,286319.0
1298,95573,Willow Creek,Humboldt,294143.0,299717.0
1299,93426,Bradley,Monterey,378017.0,440544.0
1300,95449,Hopland,Mendocino,429532.0,514941.0
1301,93527,Inyokern,Kern,149122.0,181176.0
1302,93920,Big Sur,Monterey,1786946.0,1988415.0
1303,92086,Warner Springs,San Diego,292777.0,326943.0
1304,95937,Dunnigan,Yolo,314220.0,376874.0
1305,93243,Lebec,Kern,209593.0,259652.0
1306,96056,Mcarthur,Shasta,185113.0,209302.0
1307,93432,Creston,San Luis Obispo,731592.0,839721.0
1308,95641,Isleton,Sacramento,239318.0,340452.0
1309,95977,Smartville,Yuba,304448.0,375690.0
1310,94514,Byron,Contra Costa,429532.0,514941.0
1311,91905,Boulevard,San Diego,228521.0,309904.0
1312,92059,Pala,San Diego,633462.0,720342.0
1313,92561,Mountain Center,Riverside,340400.0,416819.0
1314,95528,Carlotta,Humboldt,313431.0,362415.0
1315,96107,Coleville,Mono,218991.0,241068.0
1316,95389,Yosemite National Park,Mariposa,536172.0,670733.0
1317,95551,Loleta,Humboldt,320196.0,357993.0
1318,96103,Blairsden-Graeagle,Plumas,262686.0,294937.0
1319,95525,Blue Lake,Humboldt,308186.0,356985.0
1320,95415,Boonville,Mendocino,429532.0,514941.0
1321,95955,Maxwell,Colusa,175594.0,188647.0
1322,93653,Raymond,Madera,256494.0,342321.0
1323,92282,White Water,Riverside,153469.0,237897.0
1324,96028,Fall River Mills,Shasta,429532.0,202166.0
1325,95916,Berry Creek,Butte,174355.0,223327.0
1326,96051,Lakehead,Shasta,429532.0,264526.0
1327,95426,Cobb,Lake,164480.0,235290.0
1328,93461,Shandon,San Luis Obispo,289189.0,342940.0
1329,93266,Stratford,Kings,102100.0,154996.0
1330,95962,Oregon House,Yuba,251007.0,320335.0
1331,95612,Clarksburg,Yolo,576916.0,685258.0
1332,92091,Rancho Santa Fe,San Diego,1973209.0,2148613.0
1333,92242,Earp,San Bernardino,82040.0,90852.0
1334,95313,Crows Landing,Stanislaus,462047.0,573785.0
1335,95323,Hickman,Stanislaus,363735.0,460271.0
1336,95255,West Point,Calaveras,218343.0,241829.0
1337,92257,Niland,Imperial,429532.0,514941.0
1338,95468,Point Arena,Mendocino,429532.0,514941.0
1339,93608,Cantua Creek,Fresno,429532.0,514941.0
1340,95686,Thornton,San Joaquin,302035.0,383743.0
1341,95548,Klamath,Del Norte,429532.0,514941.0
1342,95346,Mi Wuk Village,Tuolumne,429532.0,514941.0
1343,95681,Sheridan,Placer,285389.0,392382.0
1344,93239,Kettleman City,Kings,97607.0,135520.0
1345,96057,Mccloud,Siskiyou,192981.0,220548.0
1346,95968,Palermo,Butte,152984.0,226636.0
1347,94973,Woodacre,Marin,823560.0,860519.0
1348,94957,Ross,Marin,2976599.0,3136009.0
1349,93668,Tranquillity,Fresno,157328.0,197975.0
1350,95317,El Nido,Merced,429532.0,514941.0
1351,95636,Grizzly Flats,El Dorado,213581.0,267695.0
1352,96008,Bella Vista,Shasta,429532.0,359426.0
1353,96023,Dorris,Siskiyou,80566.0,95274.0
1354,91963,Potrero,San Diego,308925.0,394070.0
1355,94575,Moraga,Contra Costa,429532.0,514941.0
1356,93544,Llano,Los Angeles,228219.0,294138.0
1357,95246,Mountain Ranch,Calaveras,317533.0,290595.0
1358,94956,Point Reyes Station,Marin,961855.0,1095440.0
1359,96146,Olympic Valley,Placer,622814.0,676272.0
1360,95497,The Sea Ranch,Sonoma,903275.0,994521.0
1361,94924,Bolinas,Marin,992097.0,1840218.0
1362,95462,Monte Rio,Sonoma,409093.0,462672.0
1363,95303,Ballico,Merced,381755.0,474621.0
1364,92339,Forest Falls,San Bernardino,197900.0,248808.0
1365,94922,Bodega,Sonoma,429532.0,514941.0
1366,95039,Moss Landing,Monterey,481111.0,683783.0
1367,95547,Hydesville,Humboldt,401584.0,449679.0
1368,95635,Greenwood,El Dorado,326586.0,381166.0
1369,96062,Millville,Shasta,429532.0,394848.0
1370,92321,Cedar Glen,San Bernardino,204075.0,269755.0
1371,95254,Wallace,Calaveras,356946.0,446653.0
1372,93606,Biola,Fresno,429532.0,514941.0
1373,95369,Snelling,Merced,219964.0,317356.0
1374,92518,March Air Force Base,Riverside,429532.0,514941.0
1375,92368,Oro Grande,San Bernardino,99753.0,144057.0
1376,95410,Albion,Mendocino,538240.0,577223.0
1377,91917,Dulzura,San Diego,399750.0,483265.0
1378,95466,Philo,Mendocino,429532.0,514941.0
1379,95919,Brownsville,Yuba,177557.0,265336.0
1380,96044,Hornbrook,Siskiyou,138180.0,159323.0
1381,95589,Whitethorn,Humboldt,306920.0,328578.0
1382,96140,Carnelian Bay,Placer,622677.0,761060.0
1383,90073,Los Angeles,Los Angeles,429532.0,514941.0
1384,94592,Vallejo,Solano,444070.0,584051.0
1385,95629,Fiddletown,Amador,321148.0,371842.0
1386,95942,Forest Ranch,Butte,241093.0,325896.0
1387,95659,Nicolaus,Sutter,518863.0,645389.0
1388,95549,Kneeland,Humboldt,429532.0,505040.0
1389,96120,Markleeville,Alpine,364376.0,413439.0
1390,94060,Pescadero,San Mateo,1078239.0,1253925.0
1391,93441,Los Olivos,Santa Barbara,950125.0,1004253.0
1392,94938,Lagunitas,Marin,830292.0,893766.0
1393,95452,Kenwood,Sonoma,849144.0,947364.0
1394,95701,Alta,Placer,295070.0,367146.0
1395,96039,Happy Camp,Siskiyou,106661.0,128639.0
1396,96142,Tahoma,El Dorado,556594.0,668152.0
1397,95957,Meridian,Sutter,213510.0,357671.0
1398,95943,Glenn,Glenn,441570.0,546729.0
1399,93624,Five Points,Fresno,429532.0,514941.0
1400,93218,Ducor,Tulare,123885.0,167016.0
1401,93666,Sultana,Tulare,429532.0,514941.0
1402,94613,Oakland,Alameda,429532.0,514941.0
1403,93928,Jolon,Monterey,429532.0,514941.0
1404,96047,Igo,Shasta,237143.0,286924.0
1405,96024,Douglas City,Trinity,294810.0,315072.0
1406,96104,Cedarville,Modoc,134266.0,160258.0
1407,95230,Farmington,San Joaquin,385330.0,505879.0
1408,95456,Littleriver,Mendocino,504246.0,541966.0
1409,94933,Forest Knolls,Marin,785798.0,839434.0
1410,95922,Camptonville,Yuba,201561.0,284207.0
1411,95703,Applegate,Placer,363878.0,450812.0
1412,94586,Sunol,Alameda,1161143.0,1337710.0
1413,93518,Caliente,Kern,175505.0,205429.0
1414,96109,Doyle,Lassen,112803.0,133311.0
1415,94923,Bodega Bay,Sonoma,942323.0,1079890.0
1416,95345,Midpines,Mariposa,248167.0,279674.0
1417,96069,Oak Run,Shasta,429532.0,304371.0
1418,93424,Avila Beach,San Luis Obispo,999506.0,1037581.0
1419,95652,Mcclellan,Sacramento,429532.0,514941.0
1420,93254,New Cuyama,Santa Barbara,429532.0,514941.0
1421,92070,Santa Ysabel,San Diego,426396.0,492637.0
1422,95941,Forbestown,Butte,173407.0,226191.0
1423,95674,Rio Oso,Sutter,350742.0,507789.0
1424,95553,Miranda,Humboldt,429532.0,378550.0
1425,93450,San Ardo,Monterey,429532.0,360614.0
1426,95565,Scotia,Humboldt,429532.0,514941.0
1427,93673,Traver,Tulare,92262.0,159101.0
1428,95914,Bangor,Butte,240838.0,301046.0
1429,93665,South Dos Palos,Merced,125905.0,196858.0
1430,95552,Mad River,Trinity,429532.0,310129.0
1431,94937,Inverness,Marin,937445.0,1117361.0
1432,92327,Daggett,San Bernardino,76181.0,99670.0
1433,95830,Sacramento,Sacramento,625208.0,746179.0
1434,96038,Grenada,Siskiyou,158702.0,176148.0
1435,95043,Paicines,San Benito,429532.0,514941.0
1436,96048,Junction City,Trinity,327029.0,346296.0
1437,95439,Fulton,Sonoma,640962.0,768674.0
1438,92358,Lytle Creek,San Bernardino,215939.0,301386.0
1439,93932,Lockwood,Monterey,429532.0,514941.0
1440,95432,Elk,Mendocino,429532.0,514941.0
1441,95543,Gasquet,Del Norte,429532.0,514941.0
1442,95444,Graton,Sonoma,525792.0,617084.0
1443,95615,Courtland,Sacramento,329730.0,434271.0
1444,96096,Whitmore,Shasta,429532.0,322621.0
1445,92347,Hinkley,San Bernardino,111404.0,73074.0
1446,94970,Stinson Beach,Marin,2239869.0,3142338.0
1447,92066,Ranchita,San Diego,262036.0,317841.0
1448,90742,Sunset Beach,Orange,1806038.0,2032288.0
1449,93255,Onyx,Kern,114430.0,143669.0
1450,96128,Standish,Lassen,209989.0,223997.0
1451,95960,North San Juan,Nevada,269954.0,334669.0
1452,95017,Davenport,Santa Cruz,834131.0,1012602.0
1453,93238,Kernville,Kern,200599.0,224981.0
1454,92322,Cedarpines Park,San Bernardino,153666.0,214600.0
1455,95563,Salyer,Trinity,347597.0,370375.0
1456,95668,Pleasant Grove,Sutter,564009.0,632143.0
1457,94946,Nicasio,Marin,1444027.0,1557796.0
1458,94567,Pope Valley,Napa,387396.0,365545.0
1459,93452,San Simeon,San Luis Obispo,429532.0,514941.0
1460,92305,Angelus Oaks,San Bernardino,225698.0,281642.0
1461,95306,Catheys Valley,Mariposa,304642.0,358223.0
1462,95227,Clements,San Joaquin,494228.0,634095.0
1463,95459,Manchester,Mendocino,513913.0,530322.0
1464,93517,Bridgeport,Mono,283082.0,313557.0
1465,95387,Westley,Stanislaus,429532.0,514941.0
1466,92135,San Diego,San Diego,429532.0,514941.0
1467,93526,Independence,Inyo,429532.0,514941.0
1468,95251,Vallecito,Calaveras,429532.0,309881.0
1469,95651,Lotus,El Dorado,381063.0,452756.0
1470,96091,Trinity Center,Trinity,282893.0,286785.0
1471,95970,Princeton,Colusa,222235.0,266893.0
1472,91931,Guatay,San Diego,429532.0,514941.0
1473,95939,Elk Creek,Glenn,429532.0,514941.0
1474,95556,Orleans,Humboldt,429532.0,514941.0
1475,92678,Trabuco Canyon,Orange,429532.0,514941.0
1476,95653,Madison,Yolo,429532.0,514941.0
1477,96148,Tahoe Vista,Placer,462965.0,583658.0
1478,95471,Rio Nido,Sonoma,429532.0,514941.0
1479,92309,Baker,San Bernardino,429532.0,514941.0
1480,95675,River Pines,Amador,124042.0,143621.0
1481,92258,North Palm Springs,Riverside,137535.0,189952.0
1482,96058,Macdoel,Siskiyou,73539.0,81007.0
1483,93954,San Lucas,Monterey,429532.0,514941.0
1484,95233,Hathaway Pines,Calaveras,263832.0,331079.0
1485,96087,Shasta,Shasta,244636.0,283402.0
1486,96059,Manton,Tehama,218579.0,278105.0
1487,93604,Bass Lake,Madera,544008.0,633012.0
1488,93652,Raisin,Fresno,429532.0,514941.0
1489,96084,Round Mountain,Shasta,429532.0,255273.0
1490,91210,Glendale,Los Angeles,429532.0,514941.0
1491,95420,Caspar,Mendocino,429532.0,514941.0
1492,95714,Dutch Flat,Placer,266068.0,331783.0
1493,92147,San Diego,San Diego,429532.0,514941.0
1494,94021,Loma Mar,San Mateo,429532.0,514941.0
1495,95554,Myers Flat,Humboldt,429532.0,514941.0
1496,95527,Burnt Ranch,Trinity,429532.0,342786.0
1497,96033,French Gulch,Shasta,181257.0,213104.0
1498,96090,Tehama,Tehama,429532.0,514941.0
1499,93224,Fellows,Kern,109089.0,121523.0
1500,95075,Tres Pinos,San Benito,429532.0,514941.0
1501,96124,Calpine,Sierra,257067.0,279220.0
1502,95585,Leggett,Mendocino,429532.0,514941.0
1503,92155,San Diego,San Diego,429532.0,514941.0
1504,92268,Pioneertown,San Bernardino,227811.0,322933.0
1505,92328,Death Valley,Inyo,429532.0,514941.0
1506,95555,Orick,Humboldt,429532.0,514941.0
1507,95041,Mount Hermon,Santa Cruz,545904.0,681660.0
1508,94104,San Francisco,San Francisco,1817328.0,1683375.0
1509,96016,Cassel,Shasta,429532.0,207401.0
1510,95558,Petrolia,Humboldt,429532.0,514941.0
1511,95385,Vernalis,San Joaquin,429532.0,514941.0
1512,95979,Stonyford,Colusa,140544.0,163264.0
1513,93962,Spreckels,Monterey,537692.0,621528.0
1514,93067,Summerland,Santa Barbara,1681831.0,1584244.0
1515,96129,Beckwourth,Plumas,254376.0,247743.0
1516,95257,Wilseyville,Calaveras,208344.0,221275.0
1517,94963,San Geronimo,Marin,1080352.0,1129768.0
1518,96141,Homewood,Placer,740545.0,914931.0
1519,96065,Montgomery Creek,Shasta,429532.0,215072.0
1520,95412,Annapolis,Sonoma,751947.0,878349.0
1521,92333,Fawnskin,San Bernardino,264716.0,312926.0
1522,93529,June Lake,Mono,446555.0,482897.0
1523,96006,Adin,Modoc,126926.0,141905.0
1524,95607,Capay,Yolo,429532.0,514941.0
1525,95564,Samoa,Humboldt,429532.0,514941.0
1526,94528,Diablo,Contra Costa,429532.0,514941.0
1527,96050,Klamath River,Siskiyou,181762.0,207850.0
1528,95983,Taylorsville,Plumas,207110.0,221544.0
1529,93664,Shaver Lake,Fresno,430865.0,458378.0
1530,95225,Burson,Calaveras,345162.0,384345.0
1531,95493,Witter Springs,Lake,429532.0,514941.0
1532,94548,Knightsen,Contra Costa,429532.0,514941.0
1533,95007,Brookdale,Santa Cruz,565833.0,686811.0
1534,96105,Chilcoot,Plumas,223002.0,234848.0
1535,95569,Redcrest,Humboldt,429532.0,514941.0
1536,96063,Mineral,Tehama,429532.0,514941.0
1537,96121,Milford,Lassen,208652.0,229166.0
1538,93563,Valyermo,Los Angeles,429532.0,514941.0
1539,95417,Branscomb,Mendocino,429532.0,514941.0
1540,96117,Litchfield,Lassen,200989.0,213237.0
1541,96075,Paynes Creek,Tehama,90359.0,112034.0
1542,95950,Grimes,Colusa,429532.0,195613.0
1543,95956,Meadow Valley,Plumas,231133.0,240232.0
1544,96092,Vina,Tehama,429532.0,514941.0
1545,93531,Keene,Kern,359636.0,393058.0
1546,95639,Hood,Sacramento,429532.0,514941.0
1547,93512,Benton,Mono,429532.0,514941.0
1548,95984,Twain,Plumas,429532.0,514941.0
1549,91934,Jacumba,San Diego,150318.0,182999.0
1550,96009,Bieber,Lassen,113563.0,124154.0
1551,96015,Canby,Modoc,115731.0,133587.0
1552,96054,Lookout,Modoc,134409.0,164668.0
1553,95920,Butte City,Glenn,429532.0,514941.0
1554,93244,Lemon Cove,Tulare,201548.0,267421.0
1555,91759,Mt Baldy,Los Angeles,356607.0,443106.0
1556,95571,Weott,Humboldt,429532.0,514941.0
1557,96135,Vinton,Plumas,429532.0,514941.0
1558,95837,Sacramento,Sacramento,633100.0,729528.0
