"B25077_001E","B25077_001M","GEO_ID","NAME"
"Estimate!!Median value (dollars)","Margin of Error!!Median value (dollars)","id","Geographic Area Name"
"-","**","1400000US06037242100","Census Tract 2421, Los Angeles County, California"
"311400","35315","1400000US06037242200","Census Tract 2422, Los Angeles County, California"
"370700","52191","1400000US06037242300","Census Tract 2423, Los Angeles County, California"
"373900","38673","1400000US06037242600","Census Tract 2426, Los Angeles County, California"
"358600","15555","1400000US06037242700","Census Tract 2427, Los Angeles County, California"
"303200","30222","1400000US06037243000","Census Tract 2430, Los Angeles County, California"
"316300","26617","1400000US06037243100","Census Tract 2431, Los Angeles County, California"
"2,000,000+","***","1400000US06037261101","Census Tract 2611.01, Los Angeles County, California"
"2,000,000+","***","1400000US06037261102","Census Tract 2611.02, Los Angeles County, California"
"1478800","150038","1400000US06037261200","Census Tract 2612, Los Angeles County, California"
"2,000,000+","***","1400000US06037262100","Census Tract 2621, Los Angeles County, California"
"2,000,000+","***","1400000US06037262200","Census Tract 2622, Los Angeles County, California"
"2,000,000+","***","1400000US06037262301","Census Tract 2623.01, Los Angeles County, California"
"2,000,000+","***","1400000US06037262302","Census Tract 2623.02, Los Angeles County, California"
"2,000,000+","***","1400000US06037262303","Census Tract 2623.03, Los Angeles County, California"
"2,000,000+","***","1400000US06037262400","Census Tract 2624, Los Angeles County, California"
"2,000,000+","***","1400000US06037262501","Census Tract 2625.01, Los Angeles County, California"
"1962000","331994","1400000US06037262601","Census Tract 2626.01, Los Angeles County, California"
"2,000,000+","***","1400000US06037262604","Census Tract 2626.04, Los Angeles County, California"
"2,000,000+","***","1400000US06037262704","Census Tract 2627.04, Los Angeles County, California"
"2,000,000+","***","1400000US06037262706","Census Tract 2627.06, Los Angeles County, California"
"2,000,000+","***","1400000US06037262802","Census Tract 2628.02, Los Angeles County, California"
"2,000,000+","***","1400000US06037264000","Census Tract 2640, Los Angeles County, California"
"787700","163127","1400000US06037264102","Census Tract 2641.02, Los Angeles County, California"
"856500","36406","1400000US06037264103","Census Tract 2641.03, Los Angeles County, California"
"825900","253378","1400000US06037264301","Census Tract 2643.01, Los Angeles County, California"
"1165200","345527","1400000US06037264302","Census Tract 2643.02, Los Angeles County, California"
"2,000,000+","***","1400000US06037265100","Census Tract 2651, Los Angeles County, California"
"2,000,000+","***","1400000US06037265201","Census Tract 2652.01, Los Angeles County, California"
"879100","236743","1400000US06037265202","Census Tract 2652.02, Los Angeles County, California"
"-","**","1400000US06037265301","Census Tract 2653.01, Los Angeles County, California"
"658500","129212","1400000US06037265303","Census Tract 2653.03, Los Angeles County, California"
"-","**","1400000US06037265304","Census Tract 2653.04, Los Angeles County, California"
"-","**","1400000US06037265305","Census Tract 2653.05, Los Angeles County, California"
"1690300","104648","1400000US06037265410","Census Tract 2654.10, Los Angeles County, California"
"2,000,000+","***","1400000US06037265420","Census Tract 2654.20, Los Angeles County, California"
"685400","155017","1400000US06037265510","Census Tract 2655.10, Los Angeles County, California"
"827500","53451","1400000US06037265520","Census Tract 2655.20, Los Angeles County, California"
"932600","93675","1400000US06037265601","Census Tract 2656.01, Los Angeles County, California"
"1149100","70216","1400000US06037265602","Census Tract 2656.02, Los Angeles County, California"
"1622700","207625","1400000US06037265700","Census Tract 2657, Los Angeles County, California"
"969200","80520","1400000US06037267100","Census Tract 2671, Los Angeles County, California"
"1011500","118043","1400000US06037267200","Census Tract 2672, Los Angeles County, California"
"564400","131556","1400000US06037267300","Census Tract 2673, Los Angeles County, California"
"678200","77241","1400000US06037267402","Census Tract 2674.02, Los Angeles County, California"
"674700","44899","1400000US06037267403","Census Tract 2674.03, Los Angeles County, California"
"971400","121242","1400000US06037267404","Census Tract 2674.04, Los Angeles County, California"
"672200","89237","1400000US06037267501","Census Tract 2675.01, Los Angeles County, California"
"1144000","126656","1400000US06037267502","Census Tract 2675.02, Los Angeles County, California"
"980000","138727","1400000US06037267600","Census Tract 2676, Los Angeles County, California"
"912600","47975","1400000US06037267700","Census Tract 2677, Los Angeles County, California"
"1195500","75331","1400000US06037267800","Census Tract 2678, Los Angeles County, California"
"1146700","117424","1400000US06037267901","Census Tract 2679.01, Los Angeles County, California"
"1081200","103494","1400000US06037267902","Census Tract 2679.02, Los Angeles County, California"
"2,000,000+","***","1400000US06037269000","Census Tract 2690, Los Angeles County, California"
"1240700","648554","1400000US06037269100","Census Tract 2691, Los Angeles County, California"
"1809600","216510","1400000US06037269300","Census Tract 2693, Los Angeles County, California"
"1697800","74783","1400000US06037269500","Census Tract 2695, Los Angeles County, California"
"867600","204398","1400000US06037269601","Census Tract 2696.01, Los Angeles County, California"
"1138200","97506","1400000US06037269602","Census Tract 2696.02, Los Angeles County, California"
"868000","48903","1400000US06037269700","Census Tract 2697, Los Angeles County, California"
"833300","196304","1400000US06037269800","Census Tract 2698, Los Angeles County, California"
"875000","173283","1400000US06037269903","Census Tract 2699.03, Los Angeles County, California"
"-","**","1400000US06037269904","Census Tract 2699.04, Los Angeles County, California"
"-","**","1400000US06037269905","Census Tract 2699.05, Los Angeles County, California"
"704500","111560","1400000US06037269906","Census Tract 2699.06, Los Angeles County, California"
"683100","58985","1400000US06037269907","Census Tract 2699.07, Los Angeles County, California"
"494300","95609","1400000US06037270100","Census Tract 2701, Los Angeles County, California"
"798900","74894","1400000US06037270200","Census Tract 2702, Los Angeles County, California"
"821000","68806","1400000US06037270300","Census Tract 2703, Los Angeles County, California"
"1067400","55126","1400000US06037271100","Census Tract 2711, Los Angeles County, California"
"679700","219036","1400000US06037271200","Census Tract 2712, Los Angeles County, California"
"972000","90806","1400000US06037271300","Census Tract 2713, Los Angeles County, California"
"1354300","136217","1400000US06037271400","Census Tract 2714, Los Angeles County, California"
"1538300","127606","1400000US06037271500","Census Tract 2715, Los Angeles County, California"
"1325700","130005","1400000US06037271600","Census Tract 2716, Los Angeles County, California"
"1138400","121066","1400000US06037271701","Census Tract 2717.01, Los Angeles County, California"
"747400","151753","1400000US06037271702","Census Tract 2717.02, Los Angeles County, California"
"1008600","140366","1400000US06037271801","Census Tract 2718.01, Los Angeles County, California"
"900000","259660","1400000US06037271802","Census Tract 2718.02, Los Angeles County, California"
"1189300","143927","1400000US06037271901","Census Tract 2719.01, Los Angeles County, California"
"1393300","202283","1400000US06037271902","Census Tract 2719.02, Los Angeles County, California"
"1259600","112852","1400000US06037272100","Census Tract 2721, Los Angeles County, California"
"923400","92607","1400000US06037272201","Census Tract 2722.01, Los Angeles County, California"
"895800","153638","1400000US06037272202","Census Tract 2722.02, Los Angeles County, California"
"946200","150920","1400000US06037272301","Census Tract 2723.01, Los Angeles County, California"
"1326900","411685","1400000US06037272302","Census Tract 2723.02, Los Angeles County, California"
"1468100","114356","1400000US06037273100","Census Tract 2731, Los Angeles County, California"
"1506500","270699","1400000US06037273200","Census Tract 2732, Los Angeles County, California"
"1617100","331283","1400000US06037273300","Census Tract 2733, Los Angeles County, California"
"2,000,000+","***","1400000US06037273402","Census Tract 2734.02, Los Angeles County, California"
"1929300","269373","1400000US06037273502","Census Tract 2735.02, Los Angeles County, California"
"1885400","296984","1400000US06037273600","Census Tract 2736, Los Angeles County, California"
"1441700","305857","1400000US06037273700","Census Tract 2737, Los Angeles County, California"
"1530100","112025","1400000US06037273800","Census Tract 2738, Los Angeles County, California"
"1715700","476398","1400000US06037273902","Census Tract 2739.02, Los Angeles County, California"
"1142700","240038","1400000US06037274100","Census Tract 2741, Los Angeles County, California"
"1671500","409798","1400000US06037274202","Census Tract 2742.02, Los Angeles County, California"
"896500","71924","1400000US06037275101","Census Tract 2751.01, Los Angeles County, California"
"1025600","156521","1400000US06037275102","Census Tract 2751.02, Los Angeles County, California"
"836300","69298","1400000US06037275200","Census Tract 2752, Los Angeles County, California"
"902200","33553","1400000US06037275302","Census Tract 2753.02, Los Angeles County, California"
"940600","61554","1400000US06037275311","Census Tract 2753.11, Los Angeles County, California"
"984700","71467","1400000US06037275400","Census Tract 2754, Los Angeles County, California"
"754200","109130","1400000US06037275500","Census Tract 2755, Los Angeles County, California"
"1046500","74225","1400000US06037275602","Census Tract 2756.02, Los Angeles County, California"
"821500","76360","1400000US06037275603","Census Tract 2756.03, Los Angeles County, California"
"935000","43070","1400000US06037276000","Census Tract 2760, Los Angeles County, California"
"607100","116912","1400000US06037276100","Census Tract 2761, Los Angeles County, California"
"1090500","72191","1400000US06037276400","Census Tract 2764, Los Angeles County, California"
"986200","70199","1400000US06037276500","Census Tract 2765, Los Angeles County, California"
"1360200","118154","1400000US06037276601","Census Tract 2766.01, Los Angeles County, California"
"633400","34406","1400000US06037276603","Census Tract 2766.03, Los Angeles County, California"
"798200","107518","1400000US06037276604","Census Tract 2766.04, Los Angeles County, California"
"1159800","92040","1400000US06037277000","Census Tract 2770, Los Angeles County, California"
"867900","37923","1400000US06037277100","Census Tract 2771, Los Angeles County, California"
"443200","68806","1400000US06037277200","Census Tract 2772, Los Angeles County, California"
"-","**","1400000US06037277400","Census Tract 2774, Los Angeles County, California"
"879600","23134","1400000US06037278001","Census Tract 2780.01, Los Angeles County, California"
"1353200","226739","1400000US06037278102","Census Tract 2781.02, Los Angeles County, California"
"482700","49603","1400000US06037291110","Census Tract 2911.10, Los Angeles County, California"
"462000","19235","1400000US06037291120","Census Tract 2911.20, Los Angeles County, California"
"416700","21234","1400000US06037291130","Census Tract 2911.30, Los Angeles County, California"
"433900","21997","1400000US06037291210","Census Tract 2912.10, Los Angeles County, California"
"587200","32510","1400000US06037291220","Census Tract 2912.20, Los Angeles County, California"
"545600","26648","1400000US06037291300","Census Tract 2913, Los Angeles County, California"
"545300","53129","1400000US06037292000","Census Tract 2920, Los Angeles County, California"
"502900","57455","1400000US06037293201","Census Tract 2932.01, Los Angeles County, California"
"417200","51815","1400000US06037293202","Census Tract 2932.02, Los Angeles County, California"
"564800","35208","1400000US06037293301","Census Tract 2933.01, Los Angeles County, California"
"517900","46012","1400000US06037293302","Census Tract 2933.02, Los Angeles County, California"
"483500","63144","1400000US06037293304","Census Tract 2933.04, Los Angeles County, California"
"591700","27409","1400000US06037293306","Census Tract 2933.06, Los Angeles County, California"
"346300","35562","1400000US06037293307","Census Tract 2933.07, Los Angeles County, California"
"443800","26971","1400000US06037294110","Census Tract 2941.10, Los Angeles County, California"
"371300","19822","1400000US06037294120","Census Tract 2941.20, Los Angeles County, California"
"396400","30448","1400000US06037294200","Census Tract 2942, Los Angeles County, California"
"411700","30280","1400000US06037294301","Census Tract 2943.01, Los Angeles County, California"
"405200","33650","1400000US06037294302","Census Tract 2943.02, Los Angeles County, California"
"328200","24796","1400000US06037294410","Census Tract 2944.10, Los Angeles County, California"
"372600","44533","1400000US06037294421","Census Tract 2944.21, Los Angeles County, California"
"393200","47091","1400000US06037294510","Census Tract 2945.10, Los Angeles County, California"
"433500","36773","1400000US06037294520","Census Tract 2945.20, Los Angeles County, California"
"419100","29241","1400000US06037294610","Census Tract 2946.10, Los Angeles County, California"
"371200","28733","1400000US06037294620","Census Tract 2946.20, Los Angeles County, California"
"433300","38433","1400000US06037294701","Census Tract 2947.01, Los Angeles County, California"
"407800","78544","1400000US06037294810","Census Tract 2948.10, Los Angeles County, California"
"357800","54639","1400000US06037294820","Census Tract 2948.20, Los Angeles County, California"
"370500","39348","1400000US06037294830","Census Tract 2948.30, Los Angeles County, California"
"386100","42660","1400000US06037294900","Census Tract 2949, Los Angeles County, California"
"584300","21878","1400000US06037295103","Census Tract 2951.03, Los Angeles County, California"
"373400","63273","1400000US06037296210","Census Tract 2962.10, Los Angeles County, California"
"373100","62758","1400000US06037296220","Census Tract 2962.20, Los Angeles County, California"
"482100","30244","1400000US06037296300","Census Tract 2963, Los Angeles County, California"
"566400","89287","1400000US06037296401","Census Tract 2964.01, Los Angeles County, California"
"570800","29957","1400000US06037296402","Census Tract 2964.02, Los Angeles County, California"
"487500","79502","1400000US06037296500","Census Tract 2965, Los Angeles County, California"
"483000","124868","1400000US06037296600","Census Tract 2966, Los Angeles County, California"
"524000","156784","1400000US06037296901","Census Tract 2969.01, Los Angeles County, California"
"548400","59030","1400000US06037296902","Census Tract 2969.02, Los Angeles County, California"
"721400","49795","1400000US06037297000","Census Tract 2970, Los Angeles County, California"
"473500","49292","1400000US06037297110","Census Tract 2971.10, Los Angeles County, California"
"559300","67283","1400000US06037297120","Census Tract 2971.20, Los Angeles County, California"
"448200","35414","1400000US06037297201","Census Tract 2972.01, Los Angeles County, California"
"562800","71587","1400000US06037297202","Census Tract 2972.02, Los Angeles County, California"
"681300","44586","1400000US06037297300","Census Tract 2973, Los Angeles County, California"
"820200","52091","1400000US06037297400","Census Tract 2974, Los Angeles County, California"
"731500","63742","1400000US06037297500","Census Tract 2975, Los Angeles County, California"
"647000","91254","1400000US06037297601","Census Tract 2976.01, Los Angeles County, California"
"614300","51860","1400000US06037297602","Census Tract 2976.02, Los Angeles County, California"
"961200","54708","1400000US06037300100","Census Tract 3001, Los Angeles County, California"
"831400","38045","1400000US06037300200","Census Tract 3002, Los Angeles County, California"
"812200","29334","1400000US06037300301","Census Tract 3003.01, Los Angeles County, California"
"634300","24058","1400000US06037300400","Census Tract 3004, Los Angeles County, California"
"675200","30454","1400000US06037300501","Census Tract 3005.01, Los Angeles County, California"
"622200","95167","1400000US06037300502","Census Tract 3005.02, Los Angeles County, California"
"700000","73921","1400000US06037300600","Census Tract 3006, Los Angeles County, California"
"997200","78229","1400000US06037300701","Census Tract 3007.01, Los Angeles County, California"
"1125500","36589","1400000US06037300702","Census Tract 3007.02, Los Angeles County, California"
"832400","48085","1400000US06037300800","Census Tract 3008, Los Angeles County, California"
"979400","57497","1400000US06037300901","Census Tract 3009.01, Los Angeles County, California"
"941200","48085","1400000US06037300902","Census Tract 3009.02, Los Angeles County, California"
"794000","52621","1400000US06037301000","Census Tract 3010, Los Angeles County, California"
"854800","58645","1400000US06037301100","Census Tract 3011, Los Angeles County, California"
"601400","39813","1400000US06037301203","Census Tract 3012.03, Los Angeles County, California"
"410000","233703","1400000US06037301204","Census Tract 3012.04, Los Angeles County, California"
"838000","38119","1400000US06037301205","Census Tract 3012.05, Los Angeles County, California"
"698900","57134","1400000US06037301206","Census Tract 3012.06, Los Angeles County, California"
"1133400","100764","1400000US06037301300","Census Tract 3013, Los Angeles County, California"
"890600","45500","1400000US06037301400","Census Tract 3014, Los Angeles County, California"
"794600","62455","1400000US06037301501","Census Tract 3015.01, Los Angeles County, California"
"528200","98365","1400000US06037301502","Census Tract 3015.02, Los Angeles County, California"
"664100","116851","1400000US06037301601","Census Tract 3016.01, Los Angeles County, California"
"693600","85142","1400000US06037301602","Census Tract 3016.02, Los Angeles County, California"
"637300","21704","1400000US06037301701","Census Tract 3017.01, Los Angeles County, California"
"539300","87217","1400000US06037301702","Census Tract 3017.02, Los Angeles County, California"
"496200","61935","1400000US06037301801","Census Tract 3018.01, Los Angeles County, California"
"478900","51644","1400000US06037301802","Census Tract 3018.02, Los Angeles County, California"
"483500","53942","1400000US06037301900","Census Tract 3019, Los Angeles County, California"
"450900","79745","1400000US06037302002","Census Tract 3020.02, Los Angeles County, California"
"386000","68328","1400000US06037302003","Census Tract 3020.03, Los Angeles County, California"
"434600","65422","1400000US06037302004","Census Tract 3020.04, Los Angeles County, California"
"622900","74443","1400000US06037302102","Census Tract 3021.02, Los Angeles County, California"
"650600","212722","1400000US06037302103","Census Tract 3021.03, Los Angeles County, California"
"631900","142489","1400000US06037302104","Census Tract 3021.04, Los Angeles County, California"
"550500","113471","1400000US06037302201","Census Tract 3022.01, Los Angeles County, California"
"483000","63489","1400000US06037302202","Census Tract 3022.02, Los Angeles County, California"
"465700","25989","1400000US06037302301","Census Tract 3023.01, Los Angeles County, California"
"556300","108236","1400000US06037302302","Census Tract 3023.02, Los Angeles County, California"
"538100","114562","1400000US06037302401","Census Tract 3024.01, Los Angeles County, California"
"621400","62358","1400000US06037302503","Census Tract 3025.03, Los Angeles County, California"
"440700","15557","1400000US06037302504","Census Tract 3025.04, Los Angeles County, California"
"776300","334867","1400000US06037302505","Census Tract 3025.05, Los Angeles County, California"
"771900","118162","1400000US06037302506","Census Tract 3025.06, Los Angeles County, California"
"944200","44845","1400000US06037310100","Census Tract 3101, Los Angeles County, California"
"784100","77175","1400000US06037310201","Census Tract 3102.01, Los Angeles County, California"
"809600","78028","1400000US06037310202","Census Tract 3102.02, Los Angeles County, California"
"848100","21198","1400000US06037310300","Census Tract 3103, Los Angeles County, California"
"745800","60240","1400000US06037310400","Census Tract 3104, Los Angeles County, California"
"620100","35664","1400000US06037310501","Census Tract 3105.01, Los Angeles County, California"
"554000","61841","1400000US06037310601","Census Tract 3106.01, Los Angeles County, California"
"831200","53084","1400000US06037310602","Census Tract 3106.02, Los Angeles County, California"
"522700","120909","1400000US06037310701","Census Tract 3107.01, Los Angeles County, California"
"469400","35981","1400000US06037310702","Census Tract 3107.02, Los Angeles County, California"
"664700","59230","1400000US06037310703","Census Tract 3107.03, Los Angeles County, California"
"715500","47457","1400000US06037310800","Census Tract 3108, Los Angeles County, California"
"659400","22699","1400000US06037310900","Census Tract 3109, Los Angeles County, California"
"701000","40204","1400000US06037311000","Census Tract 3110, Los Angeles County, California"
"654700","24421","1400000US06037311100","Census Tract 3111, Los Angeles County, California"
"656400","23855","1400000US06037311200","Census Tract 3112, Los Angeles County, California"
"682100","29915","1400000US06037311300","Census Tract 3113, Los Angeles County, California"
"772900","48928","1400000US06037311400","Census Tract 3114, Los Angeles County, California"
"796800","57383","1400000US06037311500","Census Tract 3115, Los Angeles County, California"
"726600","85306","1400000US06037311600","Census Tract 3116, Los Angeles County, California"
"846300","45965","1400000US06037311700","Census Tract 3117, Los Angeles County, California"
"614000","115589","1400000US06037311801","Census Tract 3118.01, Los Angeles County, California"
"700900","98337","1400000US06037311802","Census Tract 3118.02, Los Angeles County, California"
"-","**","1400000US06037320000","Census Tract 3200, Los Angeles County, California"
"434100","22122","1400000US06037320100","Census Tract 3201, Los Angeles County, California"
"400900","66302","1400000US06037320201","Census Tract 3202.01, Los Angeles County, California"
"451900","41668","1400000US06037320202","Census Tract 3202.02, Los Angeles County, California"
"415900","31208","1400000US06037320300","Census Tract 3203, Los Angeles County, California"
"763500","50181","1400000US06037400204","Census Tract 4002.04, Los Angeles County, California"
"1367600","102178","1400000US06037400205","Census Tract 4002.05, Los Angeles County, California"
"750400","46319","1400000US06037400206","Census Tract 4002.06, Los Angeles County, California"
"713500","28454","1400000US06037400207","Census Tract 4002.07, Los Angeles County, California"
"619500","22777","1400000US06037400302","Census Tract 4003.02, Los Angeles County, California"
"517800","43003","1400000US06037400304","Census Tract 4003.04, Los Angeles County, California"
"659700","38122","1400000US06037400402","Census Tract 4004.02, Los Angeles County, California"
"621600","19875","1400000US06037400403","Census Tract 4004.03, Los Angeles County, California"
"857300","29605","1400000US06037400404","Census Tract 4004.04, Los Angeles County, California"
"924000","47103","1400000US06037400501","Census Tract 4005.01, Los Angeles County, California"
"473200","35928","1400000US06037400602","Census Tract 4006.02, Los Angeles County, California"
"393700","54664","1400000US06037400603","Census Tract 4006.03, Los Angeles County, California"
"589200","59023","1400000US06037400604","Census Tract 4006.04, Los Angeles County, California"
"531600","57036","1400000US06037400800","Census Tract 4008, Los Angeles County, California"
"599800","25008","1400000US06037400900","Census Tract 4009, Los Angeles County, California"
"661700","23577","1400000US06037401001","Census Tract 4010.01, Los Angeles County, California"
"635100","29195","1400000US06037401002","Census Tract 4010.02, Los Angeles County, California"
"548700","88060","1400000US06037401101","Census Tract 4011.01, Los Angeles County, California"
"492800","62180","1400000US06037401102","Census Tract 4011.02, Los Angeles County, California"
"543100","70830","1400000US06037401201","Census Tract 4012.01, Los Angeles County, California"
"486900","16645","1400000US06037401202","Census Tract 4012.02, Los Angeles County, California"
"548800","23192","1400000US06037401203","Census Tract 4012.03, Los Angeles County, California"
"787000","50874","1400000US06037401303","Census Tract 4013.03, Los Angeles County, California"
"685800","31645","1400000US06037401304","Census Tract 4013.04, Los Angeles County, California"
"488100","30738","1400000US06037401311","Census Tract 4013.11, Los Angeles County, California"
"467800","67210","1400000US06037401312","Census Tract 4013.12, Los Angeles County, California"
"456600","38019","1400000US06037401500","Census Tract 4015, Los Angeles County, California"
"378500","102991","1400000US06037401601","Census Tract 4016.01, Los Angeles County, California"
"557600","25703","1400000US06037401602","Census Tract 4016.02, Los Angeles County, California"
"402800","76390","1400000US06037401603","Census Tract 4016.03, Los Angeles County, California"
"568500","27170","1400000US06037401701","Census Tract 4017.01, Los Angeles County, California"
"452100","26930","1400000US06037401703","Census Tract 4017.03, Los Angeles County, California"
"413700","37280","1400000US06037401704","Census Tract 4017.04, Los Angeles County, California"
"620100","11881","1400000US06037401800","Census Tract 4018, Los Angeles County, California"
"-","**","1400000US06037401901","Census Tract 4019.01, Los Angeles County, California"
"780800","60443","1400000US06037401902","Census Tract 4019.02, Los Angeles County, California"
"467000","42674","1400000US06037402001","Census Tract 4020.01, Los Angeles County, California"
"532500","48310","1400000US06037402002","Census Tract 4020.02, Los Angeles County, California"
"381600","20164","1400000US06037402101","Census Tract 4021.01, Los Angeles County, California"
"428100","17098","1400000US06037402102","Census Tract 4021.02, Los Angeles County, California"
"464500","16750","1400000US06037402200","Census Tract 4022, Los Angeles County, California"
"371000","22000","1400000US06037402301","Census Tract 4023.01, Los Angeles County, California"
"354900","17178","1400000US06037402303","Census Tract 4023.03, Los Angeles County, California"
"223100","69921","1400000US06037402304","Census Tract 4023.04, Los Angeles County, California"
"335100","29123","1400000US06037402402","Census Tract 4024.02, Los Angeles County, California"
"-","**","1400000US06037402403","Census Tract 4024.03, Los Angeles County, California"
"-","**","1400000US06037402404","Census Tract 4024.04, Los Angeles County, California"
"359500","28975","1400000US06037402405","Census Tract 4024.05, Los Angeles County, California"
"373700","36307","1400000US06037402406","Census Tract 4024.06, Los Angeles County, California"
"315500","54907","1400000US06037402501","Census Tract 4025.01, Los Angeles County, California"
"415200","29078","1400000US06037402502","Census Tract 4025.02, Los Angeles County, California"
"402300","41492","1400000US06037402600","Census Tract 4026, Los Angeles County, California"
"345600","20716","1400000US06037402702","Census Tract 4027.02, Los Angeles County, California"
"358000","10317","1400000US06037402703","Census Tract 4027.03, Los Angeles County, California"
"399800","19846","1400000US06037402705","Census Tract 4027.05, Los Angeles County, California"
"372100","20319","1400000US06037402706","Census Tract 4027.06, Los Angeles County, California"
"338100","32158","1400000US06037402801","Census Tract 4028.01, Los Angeles County, California"
"331100","44035","1400000US06037402803","Census Tract 4028.03, Los Angeles County, California"
"352100","23452","1400000US06037402804","Census Tract 4028.04, Los Angeles County, California"
"374800","32618","1400000US06037402902","Census Tract 4029.02, Los Angeles County, California"
"400200","30187","1400000US06037402903","Census Tract 4029.03, Los Angeles County, California"
"361600","11609","1400000US06037402904","Census Tract 4029.04, Los Angeles County, California"
"368100","22899","1400000US06037403000","Census Tract 4030, Los Angeles County, California"
"-","**","1400000US06037403200","Census Tract 4032, Los Angeles County, California"
"574900","36463","1400000US06037403303","Census Tract 4033.03, Los Angeles County, California"
"806500","33809","1400000US06037403304","Census Tract 4033.04, Los Angeles County, California"
"650000","31928","1400000US06037403305","Census Tract 4033.05, Los Angeles County, California"
"496200","41678","1400000US06037403312","Census Tract 4033.12, Los Angeles County, California"
"561900","31374","1400000US06037403316","Census Tract 4033.16, Los Angeles County, California"
"617900","27837","1400000US06037403317","Census Tract 4033.17, Los Angeles County, California"
"571900","17190","1400000US06037403318","Census Tract 4033.18, Los Angeles County, California"
"574000","40776","1400000US06037403319","Census Tract 4033.19, Los Angeles County, California"
"800300","40995","1400000US06037403320","Census Tract 4033.20, Los Angeles County, California"
"642800","19579","1400000US06037403321","Census Tract 4033.21, Los Angeles County, California"
"656400","34134","1400000US06037403322","Census Tract 4033.22, Los Angeles County, California"
"709900","39733","1400000US06037403323","Census Tract 4033.23, Los Angeles County, California"
"956700","125580","1400000US06037403324","Census Tract 4033.24, Los Angeles County, California"
"716500","37947","1400000US06037403325","Census Tract 4033.25, Los Angeles County, California"
"673700","25063","1400000US06037403401","Census Tract 4034.01, Los Angeles County, California"
"660000","21393","1400000US06037403402","Census Tract 4034.02, Los Angeles County, California"
"943700","28430","1400000US06037403403","Census Tract 4034.03, Los Angeles County, California"
"900300","43575","1400000US06037403404","Census Tract 4034.04, Los Angeles County, California"
"907000","39553","1400000US06037403405","Census Tract 4034.05, Los Angeles County, California"
"668800","21161","1400000US06037403406","Census Tract 4034.06, Los Angeles County, California"
"1165900","85529","1400000US06037403407","Census Tract 4034.07, Los Angeles County, California"
"677700","24419","1400000US06037403408","Census Tract 4034.08, Los Angeles County, California"
"1053800","83508","1400000US06037403500","Census Tract 4035, Los Angeles County, California"
"631500","40656","1400000US06037403600","Census Tract 4036, Los Angeles County, California"
"602800","19599","1400000US06037403702","Census Tract 4037.02, Los Angeles County, California"
"546700","46744","1400000US06037403703","Census Tract 4037.03, Los Angeles County, California"
"460500","44998","1400000US06037403721","Census Tract 4037.21, Los Angeles County, California"
"565100","29983","1400000US06037403722","Census Tract 4037.22, Los Angeles County, California"
"430700","28112","1400000US06037403801","Census Tract 4038.01, Los Angeles County, California"
"419300","27809","1400000US06037403802","Census Tract 4038.02, Los Angeles County, California"
"468000","20533","1400000US06037403901","Census Tract 4039.01, Los Angeles County, California"
"502100","45321","1400000US06037403902","Census Tract 4039.02, Los Angeles County, California"
"449400","25786","1400000US06037404000","Census Tract 4040, Los Angeles County, California"
"399900","20953","1400000US06037404100","Census Tract 4041, Los Angeles County, California"
"412100","33274","1400000US06037404201","Census Tract 4042.01, Los Angeles County, California"
"439500","22449","1400000US06037404202","Census Tract 4042.02, Los Angeles County, California"
"376200","28097","1400000US06037404301","Census Tract 4043.01, Los Angeles County, California"
"410400","27964","1400000US06037404302","Census Tract 4043.02, Los Angeles County, California"
"394900","24471","1400000US06037404401","Census Tract 4044.01, Los Angeles County, California"
"393600","32139","1400000US06037404402","Census Tract 4044.02, Los Angeles County, California"
"368100","52592","1400000US06037404501","Census Tract 4045.01, Los Angeles County, California"
"396800","27864","1400000US06037404503","Census Tract 4045.03, Los Angeles County, California"
"390400","35098","1400000US06037404504","Census Tract 4045.04, Los Angeles County, California"
"430200","19805","1400000US06037404600","Census Tract 4046, Los Angeles County, California"
"416200","24896","1400000US06037404701","Census Tract 4047.01, Los Angeles County, California"
"397300","34000","1400000US06037404702","Census Tract 4047.02, Los Angeles County, California"
"435100","32326","1400000US06037404703","Census Tract 4047.03, Los Angeles County, California"
"421800","17116","1400000US06037404801","Census Tract 4048.01, Los Angeles County, California"
"386200","29865","1400000US06037404802","Census Tract 4048.02, Los Angeles County, California"
"329100","97535","1400000US06037404803","Census Tract 4048.03, Los Angeles County, California"
"384200","25386","1400000US06037404901","Census Tract 4049.01, Los Angeles County, California"
"420700","15833","1400000US06037404902","Census Tract 4049.02, Los Angeles County, California"
"430900","11871","1400000US06037404903","Census Tract 4049.03, Los Angeles County, California"
"427700","17638","1400000US06037405001","Census Tract 4050.01, Los Angeles County, California"
"404700","27002","1400000US06037405002","Census Tract 4050.02, Los Angeles County, California"
"376000","17377","1400000US06037405101","Census Tract 4051.01, Los Angeles County, California"
"384700","29799","1400000US06037405102","Census Tract 4051.02, Los Angeles County, California"
"414600","24853","1400000US06037405201","Census Tract 4052.01, Los Angeles County, California"
"402200","44212","1400000US06037405202","Census Tract 4052.02, Los Angeles County, California"
"440900","27962","1400000US06037405203","Census Tract 4052.03, Los Angeles County, California"
"463900","19457","1400000US06037405301","Census Tract 4053.01, Los Angeles County, California"
"491100","35785","1400000US06037405302","Census Tract 4053.02, Los Angeles County, California"
"433200","15779","1400000US06037405400","Census Tract 4054, Los Angeles County, California"
"478300","17888","1400000US06037405500","Census Tract 4055, Los Angeles County, California"
