,ZIP,CensusTract,SizeRank,RegionName,State,City,CountyName,12/31/2015,12/31/2019
0,96107,6051000102,22,90250,CA,Hawthorne,Los Angeles County,517432.0,672395.0
1,96027,6093000800,44,90046,CA,Los Angeles,Los Angeles County,1267039.0,1474294.0
2,96027,6093000600,44,90046,CA,Los Angeles,Los Angeles County,1267039.0,1474294.0
3,97711,41031960100,88,94501,CA,Alameda,Alameda County,860008.0,1063497.0
4,96015,6049000300,99,90034,CA,Los Angeles,Los Angeles County,1006847.0,1365873.0
5,98325,53031950300,103,95630,CA,Folsom,Sacramento County,472339.0,580734.0
6,98325,53031950500,103,95630,CA,Folsom,Sacramento County,472339.0,580734.0
7,98325,53031950400,103,95630,CA,Folsom,Sacramento County,472339.0,580734.0
8,96025,6089012500,115,90044,CA,Los Angeles,Los Angeles County,338753.0,469508.0
9,96025,6093001100,115,90044,CA,Los Angeles,Los Angeles County,338753.0,469508.0
10,96007,6089012603,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
11,96007,6089012200,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
12,96007,6089011900,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
13,96007,6089011500,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
14,96007,6089012303,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
15,96007,6089012604,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
16,96007,6089012302,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
17,96007,6089012301,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
18,96007,6089012000,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
19,96007,6103000100,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
20,96007,6089012400,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
21,96007,6089012102,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
22,96007,6089012101,136,90026,CA,Los Angeles,Los Angeles County,727081.0,959079.0
23,97431,41039001700,142,93722,CA,Fresno,Fresno County,209250.0,266359.0
24,97431,41039001600,142,93722,CA,Fresno,Fresno County,209250.0,266359.0
25,98304,53041971800,165,95608,CA,Carmichael,Sacramento County,342437.0,426838.0
26,98304,53053073200,165,95608,CA,Carmichael,Sacramento County,342437.0,426838.0
27,96047,6089012400,174,90066,CA,Los Angeles,Los Angeles County,1177364.0,1489834.0
28,96817,15003004800,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
29,96817,15003005200,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
30,96817,15003004700,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
31,96817,15003005900,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
32,96817,15003005400,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
33,96817,15003005300,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
34,96817,15003004000,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
35,96817,15003005500,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
36,96817,15003004300,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
37,96817,15003005700,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
38,96817,15003004900,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
39,96817,15003004200,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
40,96817,15003004600,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
41,96817,15003005600,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
42,96817,15003005800,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
43,96817,15003003900,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
44,96817,15003005100,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
45,96817,15003004500,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
46,96817,15003005000,181,92336,CA,Fontana,San Bernardino County,397292.0,472779.0
47,96825,15003000112,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
48,96825,15003000106,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
49,96825,15003000108,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
50,96825,15003000200,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
51,96825,15003000107,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
52,96825,15003000114,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
53,96825,15003000110,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
54,96825,15003980000,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
55,96825,15003000111,190,92345,CA,Hesperia,San Bernardino County,204769.0,273519.0
56,98411,53053062600,198,95747,CA,Roseville,Placer County,420254.0,514161.0
57,97023,41005024100,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
58,97023,41005980000,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
59,97023,41005023100,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
60,97023,41005023600,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
61,97023,41005023500,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
62,97023,41005024302,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
63,97023,41005024200,201,92804,CA,Anaheim,Orange County,507940.0,613544.0
64,96125,6091010000,243,90280,CA,South Gate,Los Angeles County,364019.0,465866.0
65,96816,15003000902,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
66,96816,15003000700,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
67,96816,15003001000,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
68,96816,15003001202,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
69,96816,15003000600,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
70,96816,15003000500,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
71,96816,15003002800,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
72,96816,15003000903,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
73,96816,15003001100,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
74,96816,15003001400,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
75,96816,15003001201,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
76,96816,15003000401,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
77,96816,15003002701,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
78,96816,15003001600,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
79,96816,15003000800,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
80,96816,15003001300,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
81,96816,15003001500,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
82,96816,15003002100,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
83,96816,15003000901,273,92335,CA,Fontana,San Bernardino County,281348.0,367032.0
84,97118,41057960200,280,93065,CA,Simi Valley,Ventura County,521033.0,602031.0
85,97118,41057960300,280,93065,CA,Simi Valley,Ventura County,521033.0,602031.0
86,96006,6049000200,298,90025,CA,Los Angeles,Los Angeles County,853070.0,1041515.0
87,95992,6101050202,308,90011,CA,Los Angeles,Los Angeles County,323676.0,448867.0
88,97751,41013950400,314,94544,CA,Hayward,Alameda County,517364.0,666759.0
89,96008,6089011801,333,90027,CA,Los Angeles,Los Angeles County,1237525.0,1500968.0
90,96008,6089012601,333,90027,CA,Los Angeles,Los Angeles County,1237525.0,1500968.0
91,96008,6089011802,333,90027,CA,Los Angeles,Los Angeles County,1237525.0,1500968.0
92,97435,41019030000,338,93727,CA,Fresno,Fresno County,220905.0,281089.0
93,98413,53053062600,378,95758,CA,Elk Grove,Sacramento County,325797.0,421784.0
94,97222,41051008800,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
95,97222,41005020900,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
96,97222,41005021400,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
97,97222,41005021000,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
98,97222,41005021602,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
99,97222,41005021300,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
100,97222,41051000302,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
101,97222,41005021601,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
102,97222,41005021500,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
103,97222,41005020800,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
104,97222,41051000200,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
105,97222,41005021200,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
106,97222,41005021100,379,93306,CA,Bakersfield,Kern County,187565.0,221176.0
107,97223,41067030801,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
108,97223,41067030900,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
109,97223,41067031909,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
110,97223,41067031006,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
111,97223,41067030700,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
112,97223,41067030501,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
113,97223,41067030600,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
114,97223,41067030401,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
115,97223,41067030402,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
116,97223,41067031912,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
117,97223,41067031911,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
118,97223,41051006900,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
119,97223,41051006501,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
120,97223,41067031910,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
121,97223,41067031904,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
122,97223,41067030502,386,93307,CA,Bakersfield,Kern County,151030.0,190662.0
123,97202,41051000200,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
124,97202,41051001101,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
125,97202,41051001400,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
126,97202,41051000802,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
127,97202,41051000902,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
128,97202,41051000301,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
129,97202,41051000901,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
130,97202,41005020800,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
131,97202,41051000801,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
132,97202,41051000401,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
133,97202,41051001302,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
134,97202,41051000100,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
135,97202,41051001202,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
136,97202,41051001102,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
137,97202,41051000302,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
138,97202,41051001000,395,93274,CA,Tulare,Tulare County,180676.0,222899.0
139,97225,41067031403,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
140,97225,41051006900,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
141,97225,41067030101,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
142,97225,41067030401,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
143,97225,41067030300,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
144,97225,41067030200,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
145,97225,41067031300,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
146,97225,41067030102,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
147,97225,41067030402,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
148,97225,41067031404,434,93309,CA,Bakersfield,Kern County,191226.0,224082.0
149,97721,41025960200,454,94513,CA,Brentwood,Contra Costa County,558988.0,688370.0
150,98361,53041972000,509,95670,CA,Rancho Cordova,Sacramento County,277671.0,363448.0
151,96017,6089012500,591,90036,CA,Los Angeles,Los Angeles County,1451959.0,1820609.0
152,97024,41051010100,684,92805,CA,Anaheim,Orange County,475103.0,578967.0
153,97024,41051010304,684,92805,CA,Anaheim,Orange County,475103.0,578967.0
154,97024,41051010200,684,92805,CA,Anaheim,Orange County,475103.0,578967.0
155,97024,41051009603,684,92805,CA,Anaheim,Orange County,475103.0,578967.0
156,96023,6093000200,687,90042,CA,Los Angeles,Los Angeles County,616826.0,802084.0
157,97760,41013950300,694,94553,CA,Martinez,Contra Costa County,504938.0,606992.0
158,97760,41031960301,694,94553,CA,Martinez,Contra Costa County,504938.0,606992.0
159,97760,41017000700,694,94553,CA,Martinez,Contra Costa County,504938.0,606992.0
160,97760,41031960302,694,94553,CA,Martinez,Contra Costa County,504938.0,606992.0
161,97760,41017000600,694,94553,CA,Martinez,Contra Costa County,504938.0,606992.0
162,96728,15001020100,695,92201,CA,Indio,Riverside County,240658.0,304333.0
163,96861,15003007502,702,92399,CA,Yucaipa,San Bernardino County,318036.0,388576.0
164,97075,41067031100,703,92882,CA,Corona,Riverside County,430548.0,516625.0
165,97224,41067030806,742,93308,CA,Oildale,Kern County,188641.0,222827.0
166,97224,41067031907,742,93308,CA,Oildale,Kern County,188641.0,222827.0
167,97224,41067030801,742,93308,CA,Oildale,Kern County,188641.0,222827.0
168,97224,41067030803,742,93308,CA,Oildale,Kern County,188641.0,222827.0
169,97224,41067030805,742,93308,CA,Oildale,Kern County,188641.0,222827.0
170,97224,41067031910,742,93308,CA,Oildale,Kern County,188641.0,222827.0
171,97224,41067031908,742,93308,CA,Oildale,Kern County,188641.0,222827.0
172,97224,41067032005,742,93308,CA,Oildale,Kern County,188641.0,222827.0
173,97224,41067030700,742,93308,CA,Oildale,Kern County,188641.0,222827.0
174,97224,41067031904,742,93308,CA,Oildale,Kern County,188641.0,222827.0
175,97224,41067032001,742,93308,CA,Oildale,Kern County,188641.0,222827.0
176,97224,41067031909,742,93308,CA,Oildale,Kern County,188641.0,222827.0
177,97920,41045970900,742,95008,CA,Campbell,Santa Clara County,1117647.0,1356345.0
178,97004,41005023001,759,92704,CA,Santa Ana,Orange County,474958.0,587100.0
179,97004,41005023002,759,92704,CA,Santa Ana,Orange County,474958.0,587100.0
180,97004,41005023700,759,92704,CA,Santa Ana,Orange County,474958.0,587100.0
181,97004,41005023600,759,92704,CA,Santa Ana,Orange County,474958.0,587100.0
182,97004,41005024100,759,92704,CA,Santa Ana,Orange County,474958.0,587100.0
183,95987,6011000100,815,90006,CA,Los Angeles,Los Angeles County,550447.0,719178.0
184,95987,6011000400,815,90006,CA,Los Angeles,Los Angeles County,550447.0,719178.0
185,95987,6011000300,815,90006,CA,Los Angeles,Los Angeles County,550447.0,719178.0
186,96110,6049000400,859,90255,CA,Huntington Park,Los Angeles County,353307.0,456279.0
187,96009,6035040100,861,90028,CA,Los Angeles,Los Angeles County,781511.0,892149.0
188,96743,15001021704,865,92234,CA,Cathedral City,Riverside County,261762.0,329379.0
189,96743,15001021702,865,92234,CA,Cathedral City,Riverside County,261762.0,329379.0
190,96743,15001021800,865,92234,CA,Cathedral City,Riverside County,261762.0,329379.0
191,97227,41051002303,893,93312,CA,Bakersfield,Kern County,276818.0,306203.0
192,97227,41051003402,893,93312,CA,Bakersfield,Kern County,276818.0,306203.0
193,97227,41051002203,893,93312,CA,Bakersfield,Kern County,276818.0,306203.0
194,97227,41051980000,893,93312,CA,Bakersfield,Kern County,276818.0,306203.0
195,97227,41051003502,893,93312,CA,Bakersfield,Kern County,276818.0,306203.0
196,97008,41067031006,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
197,97008,41067031005,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
198,97008,41067031004,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
199,97008,41067030900,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
200,97008,41067030501,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
201,97008,41067031003,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
202,97008,41067031807,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
203,97008,41067030401,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
204,97008,41067031812,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
205,97008,41067031815,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
206,97008,41067031813,964,92708,CA,Fountain Valley,Orange County,724080.0,846803.0
207,97116,41067033000,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
208,97116,41067033301,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
209,97116,41067033102,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
210,97116,41067033302,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
211,97116,41067032800,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
212,97116,41067033101,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
213,97116,41067033500,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
214,97116,41067032902,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
215,97116,41067032901,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
216,97116,41067033200,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
217,97116,41067033600,967,93063,CA,Simi Valley,Ventura County,523794.0,603318.0
218,97205,41051010600,980,93277,CA,Visalia,Tulare County,199047.0,240275.0
219,97205,41051005200,980,93277,CA,Visalia,Tulare County,199047.0,240275.0
220,97205,41051004601,980,93277,CA,Visalia,Tulare County,199047.0,240275.0
221,97429,41019210000,1005,93720,CA,Fresno,Fresno County,286321.0,349449.0
222,96826,15003002202,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
223,96826,15003002100,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
224,96826,15003003604,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
225,96826,15003002402,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
226,96826,15003002401,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
227,96826,15003002201,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
228,96826,15003002701,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
229,96826,15003002600,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
230,96826,15003003502,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
231,96826,15003002500,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
232,96826,15003003603,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
233,96826,15003002300,1043,92346,CA,Highland,San Bernardino County,292043.0,362113.0
234,98041,53033021804,1046,95207,CA,Stockton,San Joaquin County,209568.0,294579.0
235,98312,53045960400,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
236,98312,53035091302,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
237,98312,53035091201,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
238,98312,53035091400,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
239,98312,53035080700,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
240,98312,53035081000,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
241,98312,53045960300,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
242,98312,53035092100,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
243,98312,53035081200,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
244,98312,53035080600,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
245,98312,53035081100,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
246,98312,53035080900,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
247,98312,53035092000,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
248,98312,53035080800,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
249,98312,53035091301,1073,95616,CA,Davis,Yolo County,609569.0,704881.0
250,97215,41051001701,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
251,97215,41051001400,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
252,97215,41051001500,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
253,97215,41051001601,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
254,97215,41051001802,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
255,97215,41051001900,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
256,97215,41051001801,1075,93291,CA,Visalia,Tulare County,232975.0,277466.0
257,96765,15007040604,1090,92260,CA,Palm Desert,Riverside County,342950.0,386901.0
258,96001,6089010603,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
259,96001,6089012400,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
260,96001,6089010602,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
261,96001,6089010100,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
262,96001,6089012302,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
263,96001,6089011001,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
264,96001,6089010500,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
265,96001,6089011002,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
266,96001,6089010200,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
267,96001,6089010400,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
268,96001,6089010601,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
269,96001,6089012301,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
270,96001,6089011100,1092,90020,CA,Los Angeles,Los Angeles County,549416.0,676080.0
271,97020,41047010201,1115,92801,CA,Anaheim,Orange County,475517.0,577442.0
272,96123,6035040100,1125,90277,CA,Redondo Beach,Los Angeles County,1059587.0,1288912.0
273,97016,41007951200,1129,92780,CA,Tustin,Orange County,612078.0,704248.0
274,97016,41009970200,1129,92780,CA,Tustin,Orange County,612078.0,704248.0
275,97016,41009971100,1129,92780,CA,Tustin,Orange County,612078.0,704248.0
276,97016,41009970300,1129,92780,CA,Tustin,Orange County,612078.0,704248.0
277,97813,41059950300,1130,94611,CA,Oakland,Alameda County,1152964.0,1376724.0
278,97813,41059940000,1130,94611,CA,Oakland,Alameda County,1152964.0,1376724.0
279,97813,41059950100,1130,94611,CA,Oakland,Alameda County,1152964.0,1376724.0
280,98323,53053070100,1159,95628,CA,Fair Oaks,Sacramento County,373786.0,464538.0
281,98323,53053070206,1159,95628,CA,Fair Oaks,Sacramento County,373786.0,464538.0
282,96807,15003003900,1195,92324,CA,Colton,San Bernardino County,242889.0,322904.0
283,96161,6057001205,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
284,96161,6057001206,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
285,96161,6057001203,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
286,96161,6061022011,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
287,96161,6057001204,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
288,96161,6057000900,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
289,96161,6061022014,1212,90503,CA,Torrance,Los Angeles County,777635.0,921604.0
290,98040,53033024602,1249,95206,CA,Stockton,San Joaquin County,203262.0,299130.0
291,98040,53033024300,1249,95206,CA,Stockton,San Joaquin County,203262.0,299130.0
292,98040,53033024601,1249,95206,CA,Stockton,San Joaquin County,203262.0,299130.0
293,98040,53033024500,1249,95206,CA,Stockton,San Joaquin County,203262.0,299130.0
294,98040,53033024400,1249,95206,CA,Stockton,San Joaquin County,203262.0,299130.0
295,97753,41013950300,1256,94546,CA,Castro Valley,Alameda County,676342.0,825885.0
296,97753,41013950200,1256,94546,CA,Castro Valley,Alameda County,676342.0,825885.0
297,97703,41017001002,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
298,97703,41017001100,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
299,97703,41017000600,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
300,97703,41017001600,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
301,97703,41017001500,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
302,97703,41017001400,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
303,97703,41017000500,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
304,97703,41017001300,1282,94403,CA,San Mateo,San Mateo County,1324491.0,1590570.0
305,95986,6057000900,1315,90005,CA,Los Angeles,Los Angeles County,726702.0,885112.0
306,96028,6089012702,1317,90047,CA,Los Angeles,Los Angeles County,372538.0,530823.0
307,96104,6049000400,1327,90247,CA,Gardena,Los Angeles County,427777.0,548858.0
308,95984,6063000400,1329,90003,CA,Los Angeles,Los Angeles County,307782.0,430013.0
309,97471,41019110000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
310,97471,41019090000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
311,97471,41019160000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
312,97471,41019130000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
313,97471,41019050002,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
314,97471,41019070000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
315,97471,41019140000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
316,97471,41019150000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
317,97471,41019170000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
318,97471,41019080000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
319,97471,41019060000,1330,93906,CA,Salinas,Monterey County,384501.0,474790.0
320,96024,6105000101,1380,90043,CA,Los Angeles,Los Angeles County,496153.0,709671.0
321,98431,53053072907,1394,95822,CA,Sacramento,Sacramento County,243376.0,326138.0
322,97329,41043030300,1413,93551,CA,Palmdale,Los Angeles County,330395.0,414328.0
323,96732,15009031900,1425,92211,CA,Palm Desert,Riverside County,330256.0,365638.0
324,96732,15009031101,1425,92211,CA,Palm Desert,Riverside County,330256.0,365638.0
325,96732,15009031103,1425,92211,CA,Palm Desert,Riverside County,330256.0,365638.0
326,96732,15009031000,1425,92211,CA,Palm Desert,Riverside County,330256.0,365638.0
327,96732,15009031102,1425,92211,CA,Palm Desert,Riverside County,330256.0,365638.0
328,97068,41005020700,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
329,97068,41005022702,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
330,97068,41005020600,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
331,97068,41005020505,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
332,97068,41005020403,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
333,97068,41005020501,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
334,97068,41005020504,1432,92870,CA,Placentia,Orange County,628812.0,718175.0
335,96003,6089011701,1437,90022,CA,East Los Angeles,Los Angeles County,380823.0,484917.0
336,96003,6089010805,1437,90022,CA,East Los Angeles,Los Angeles County,380823.0,484917.0
337,96003,6089010703,1437,90022,CA,East Los Angeles,Los Angeles County,380823.0,484917.0
338,96003,6089010300,1437,90022,CA,East Los Angeles,Los Angeles County,380823.0,484917.0
339,96003,6089010804,1437,90022,CA,East Los Angeles,Los Angeles County,380823.0,484917.0
