,RegionID,SizeRank,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
4606,96745,4651,92236,CA,Coachella,Riverside County,207075.0,264543.0,392790.0
4612,97414,4655,93703,CA,Fresno,Fresno County,145786.0,200413.0,291767.0
4630,97726,4675,94518,CA,Concord,Contra Costa County,,645045.0,888486.0
4644,96040,4687,90059,CA,Los Angeles,Los Angeles County,299454.0,414650.0,556815.0
4648,97798,4692,94595,CA,Walnut Creek,Contra Costa County,1013543.0,1136033.0,1424329.0
4649,96022,4692,90041,CA,Los Angeles,Los Angeles County,744829.0,927822.0,1335476.0
4681,97468,4727,93901,CA,Salinas,Monterey County,452772.0,558492.0,759133.0
4709,96109,4755,90254,CA,Hermosa Beach,Los Angeles County,1607179.0,1801551.0,2266394.0
4720,96480,4763,91733,CA,South El Monte,Los Angeles County,418790.0,508117.0,676022.0
4721,98433,4767,95824,CA,Sacramento,Sacramento County,176906.0,260748.0,382657.0
4722,98545,4767,96007,CA,Anderson,Shasta County,202692.0,252096.0,343329.0
4738,97805,4783,94603,CA,Oakland,Alameda County,337453.0,496977.0,653979.0
4752,96244,4798,90810,CA,Long Beach,Los Angeles County,390629.0,499698.0,684104.0
4758,96284,4804,91042,CA,Los Angeles,Los Angeles County,517535.0,662597.0,915740.0
4762,96740,4806,92231,CA,Calexico,Imperial County,186922.0,234271.0,339995.0
4767,98438,4813,95829,CA,Sacramento,Sacramento County,343465.0,433484.0,635560.0
4809,96926,4856,92583,CA,San Jacinto,Riverside County,208298.0,282856.0,440850.0
4827,97229,4874,93314,CA,Rosedale,Kern County,359614.0,390948.0,556129.0
4840,97006,4886,92706,CA,Santa Ana,Orange County,553180.0,665928.0,963292.0
4845,96447,4892,91602,CA,Los Angeles,Los Angeles County,768227.0,944852.0,1211907.0
4869,98246,4915,95501,CA,Eureka,Humboldt County,246812.0,292656.0,415538.0
4880,96887,4927,92508,CA,Riverside,Riverside County,423437.0,510190.0,767147.0
4906,97820,4956,94619,CA,Oakland,Alameda County,664742.0,817372.0,1152996.0
4923,96788,4972,92301,CA,Adelanto,San Bernardino County,174136.0,241255.0,371899.0
4934,98248,4983,95503,CA,Eureka,Humboldt County,269134.0,319764.0,473134.0
4941,97847,4991,94801,CA,Richmond,Contra Costa County,427155.0,617730.0,821939.0
4952,96941,5002,92604,CA,Irvine,Orange County,724528.0,822610.0,1166554.0
4959,98457,5009,95864,CA,Arden-Arcade,Sacramento County,461287.0,548763.0,758774.0
4980,97814,5028,94612,CA,Oakland,Alameda County,551993.0,694077.0,785334.0
4990,97794,5039,94589,CA,Vallejo,Solano County,298603.0,409724.0,567276.0
5002,98172,5052,95405,CA,Santa Rosa,Sonoma County,527095.0,615369.0,760395.0
5007,97397,5057,93654,CA,Reedley,Fresno County,194815.0,246021.0,341915.0
5022,96555,5072,91932,CA,Imperial Beach,San Diego County,443549.0,606816.0,882365.0
5029,96338,5078,91303,CA,Los Angeles,Los Angeles County,439518.0,552902.0,778322.0
5038,96354,5087,91324,CA,Los Angeles,Los Angeles County,545577.0,651445.0,930738.0
5041,96857,5091,92394,CA,Victorville,San Bernardino County,199789.0,267107.0,414341.0
5051,96485,5101,91740,CA,Glendora,Los Angeles County,480073.0,564496.0,774246.0
5056,96584,5106,92011,CA,Carlsbad,San Diego County,832789.0,998836.0,1595536.0
5076,97113,5126,93060,CA,Santa Paula,Ventura County,388460.0,471521.0,685392.0
5082,96120,5132,90272,CA,Los Angeles,Los Angeles County,2891827.0,3208562.0,3801709.0
5084,96436,5134,91504,CA,Burbank,Los Angeles County,695015.0,875054.0,1215439.0
5104,97989,5154,95121,CA,San Jose,Santa Clara County,690873.0,867711.0,1262877.0
5105,97999,5154,95131,CA,San Jose,Santa Clara County,838672.0,1076413.0,1501474.0
5117,96043,5167,90062,CA,Los Angeles,Los Angeles County,409520.0,610068.0,823014.0
5120,96661,5170,92119,CA,San Diego,San Diego County,514338.0,630262.0,989305.0
5123,96337,5171,91302,CA,Calabasas,Los Angeles County,1290040.0,1437256.0,1982145.0
5130,96550,5178,91915,CA,Chula Vista,San Diego County,472733.0,551231.0,858361.0
5133,96213,5183,90713,CA,Lakewood,Los Angeles County,515773.0,614801.0,844948.0
5142,96203,5192,90680,CA,Stanton,Orange County,425648.0,526515.0,749790.0
5181,97822,5230,94621,CA,Oakland,Alameda County,310550.0,469961.0,619635.0
5198,98138,5246,95358,CA,Modesto,Stanislaus County,213401.0,299350.0,436929.0
5205,97786,5255,94580,CA,San Lorenzo,Alameda County,522871.0,670906.0,947503.0
5220,97838,5271,94704,CA,Berkeley,Alameda County,980213.0,1236351.0,1503657.0
5235,97885,5286,94947,CA,Novato,Marin County,733800.0,804170.0,1106434.0
5241,97402,5291,93662,CA,Selma,Fresno County,187532.0,240293.0,333396.0
5277,96486,5328,91741,CA,Glendora,Los Angeles County,634143.0,711832.0,954411.0
5283,96818,5334,92337,CA,Fontana,San Bernardino County,323337.0,401620.0,583756.0
5285,97849,5335,94803,CA,El Sobrante,Contra Costa County,466259.0,597793.0,818703.0
5287,98122,5338,95341,CA,Merced,Merced County,155442.0,226666.0,354088.0
5292,96830,5343,92354,CA,Loma Linda,San Bernardino County,352107.0,432770.0,601100.0
5293,98424,5344,95815,CA,Sacramento,Sacramento County,162895.0,253961.0,378648.0
5300,96246,5351,90814,CA,Long Beach,Los Angeles County,621473.0,747140.0,967945.0
5304,96086,5355,90210,CA,Beverly Hills,Los Angeles County,4676895.0,4982868.0,6093126.0
5312,96525,5364,91792,CA,West Covina,Los Angeles County,461412.0,558665.0,779193.0
5313,96106,5365,90249,CA,Gardena,Los Angeles County,454054.0,595354.0,828957.0
5330,96518,5382,91784,CA,Upland,San Bernardino County,593229.0,681593.0,955344.0
5348,97048,5400,92841,CA,Garden Grove,Orange County,547966.0,662267.0,943799.0
5350,96336,5402,91301,CA,Agoura Hills,Los Angeles County,795979.0,909479.0,1257899.0
5356,97521,5408,94030,CA,Millbrae,San Mateo County,1512906.0,1794251.0,2259653.0
5357,96420,5409,91411,CA,Los Angeles,Los Angeles County,605687.0,771532.0,1045011.0
5368,98449,5420,95841,CA,Sacramento,Sacramento County,228440.0,324522.0,459116.0
5386,96210,5437,90710,CA,Los Angeles,Los Angeles County,494732.0,612658.0,827190.0
5396,98154,5448,95377,CA,Tracy,San Joaquin County,446768.0,552204.0,866015.0
5397,96217,5448,90717,CA,Lomita,Los Angeles County,569319.0,693719.0,931696.0
5406,98134,5458,95354,CA,Modesto,Stanislaus County,198036.0,274936.0,400143.0
5407,98510,5459,95959,CA,Nevada City,Nevada County,385322.0,460579.0,626698.0
5422,98512,5473,95961,CA,Olivehurst,Yuba County,204839.0,300720.0,441670.0
5440,97043,5492,92835,CA,Fullerton,Orange County,740187.0,829610.0,1195900.0
5450,97547,5501,94085,CA,Sunnyvale,Santa Clara County,1017873.0,1344100.0,1720294.0
5453,97074,5505,92881,CA,Corona,Riverside County,476907.0,569451.0,855923.0
5462,96866,5514,92405,CA,San Bernardino,San Bernardino County,207555.0,285353.0,430590.0
5474,96660,5525,92118,CA,Coronado,San Diego County,1529641.0,1940713.0,2729733.0
5480,97837,5531,94703,CA,Berkeley,Alameda County,965947.0,1254764.0,1586000.0
5481,97244,5533,93405,CA,San Luis Obispo,San Luis Obispo County,673979.0,753856.0,981472.0
5501,96738,5553,92227,CA,Brawley,Imperial County,176238.0,225156.0,317805.0
5521,96218,5574,90720,CA,Los Alamitos,Orange County,877799.0,1033543.0,1484228.0
5525,98418,5578,95776,CA,Woodland,Yolo County,363181.0,440566.0,616331.0
5540,97754,5592,94547,CA,Hercules,Contra Costa County,,764503.0,1057459.0
5545,96321,5598,91202,CA,Glendale,Los Angeles County,721478.0,908323.0,1237808.0
5546,98259,5598,95531,CA,Crescent City,Del Norte County,220885.0,256696.0,338152.0
5554,96563,5607,91945,CA,Lemon Grove,San Diego County,383748.0,482164.0,752389.0
5613,97551,5667,94089,CA,Sunnyvale,Santa Clara County,997447.0,1252975.0,1595747.0
5621,98253,5675,95521,CA,Arcata,Humboldt County,319047.0,355972.0,490425.0
5636,97040,5689,92832,CA,Fullerton,Orange County,491276.0,591038.0,852757.0
5649,96497,5702,91755,CA,Monterey Park,Los Angeles County,536439.0,642960.0,841750.0
5680,98001,5733,95133,CA,San Jose,Santa Clara County,733046.0,907630.0,1225040.0
5741,96222,5795,90732,CA,Los Angeles,Los Angeles County,561506.0,671575.0,882527.0
5745,97066,5800,92868,CA,Orange,Orange County,484703.0,594261.0,851244.0
5758,97364,5813,93618,CA,Dinuba,Tulare County,180042.0,228306.0,320671.0
5768,96174,5823,90606,CA,Whittier,Los Angeles County,414923.0,503775.0,690136.0
5771,97955,5826,95054,CA,Santa Clara,Santa Clara County,959769.0,1227849.0,1622054.0
5785,96291,5840,91103,CA,Pasadena,Los Angeles County,656625.0,810187.0,1075585.0
5791,98436,5846,95827,CA,Rancho Cordova,Sacramento County,247145.0,340988.0,495983.0
5810,97272,5865,93444,CA,Nipomo,San Luis Obispo County,555302.0,630281.0,874476.0
5816,96475,5871,91724,CA,Covina,Los Angeles County,517092.0,607512.0,839736.0
5821,98663,5876,96150,CA,South Lake Tahoe,El Dorado County,380296.0,457114.0,749523.0
5825,98141,5878,95363,CA,Patterson,Stanislaus County,284245.0,382724.0,534814.0
5828,97492,5883,93950,CA,Pacific Grove,Monterey County,857030.0,986669.0,1435992.0
5852,96937,5907,92596,CA,Winchester,Riverside County,370461.0,449327.0,691846.0
5868,97714,5922,94506,CA,Danville,Contra Costa County,1888047.0,2104706.0,3102472.0
5887,96433,5942,91501,CA,Burbank,Los Angeles County,718397.0,886699.0,1204909.0
5918,97336,5974,93560,CA,Rosamond,Kern County,189304.0,266123.0,395544.0
5922,98501,5978,95949,CA,Grass Valley,Nevada County,361434.0,428190.0,578583.0
5924,97840,5980,94706,CA,Albany,Alameda County,905871.0,1091413.0,1479360.0
5938,98208,5994,95448,CA,Healdsburg,Sonoma County,787423.0,881126.0,1124227.0
5939,96943,5995,92606,CA,Irvine,Orange County,781906.0,877239.0,1248209.0
5952,96384,6008,91361,CA,Westlake Village,Ventura County,970975.0,1113581.0,1526778.0
5959,96909,6015,92551,CA,Moreno Valley,Riverside County,258549.0,340519.0,524243.0
5980,96320,6036,91201,CA,Glendale,Los Angeles County,732092.0,911405.0,1243632.0
5995,97515,6051,94024,CA,Los Altos,Santa Clara County,2895182.0,3234032.0,4436051.0
5999,98428,6055,95819,CA,Sacramento,Sacramento County,493105.0,612840.0,781637.0
6003,96342,6059,91307,CA,Los Angeles,Los Angeles County,617928.0,723465.0,1017364.0
6005,96514,6061,91775,CA,San Gabriel,Los Angeles County,801888.0,914784.0,1228366.0
6015,97560,6071,94105,CA,San Francisco,San Francisco County,1404503.0,1366164.0,1366069.0
6025,96483,6083,91737,CA,Rancho Cucamonga,San Bernardino County,555678.0,662259.0,920499.0
6039,97109,6096,93041,CA,Port Hueneme,Ventura County,352600.0,428759.0,609231.0
6059,98515,6117,95965,CA,Oroville,Butte County,174393.0,258492.0,318723.0
6062,96170,6120,90602,CA,Whittier,Los Angeles County,476182.0,567046.0,774776.0
6109,97099,6167,93023,CA,Ojai,Ventura County,638992.0,727343.0,1098316.0
6128,96230,6186,90746,CA,Carson,Los Angeles County,484154.0,606091.0,818890.0
6147,97836,6205,94702,CA,Berkeley,Alameda County,836613.0,1048607.0,1404703.0
6165,96116,6223,90265,CA,Malibu,Los Angeles County,3130734.0,3300981.0,4135974.0
6212,98252,6271,95519,CA,McKinleyville,Humboldt County,310953.0,365553.0,514312.0
6225,96508,6283,91768,CA,Pomona,Los Angeles County,357364.0,457959.0,639728.0
6234,96366,6293,91340,CA,San Fernando,Los Angeles County,386938.0,496626.0,706557.0
6239,98410,6299,95746,CA,Granite Bay,Placer County,706355.0,841782.0,1178566.0
6247,96100,6306,90240,CA,Downey,Los Angeles County,520851.0,629276.0,821042.0
6274,96270,6333,91010,CA,Duarte,Los Angeles County,453566.0,548117.0,725316.0
6298,96648,6356,92106,CA,San Diego,San Diego County,949579.0,1169768.0,1780657.0
6327,96800,6386,92316,CA,Bloomington,San Bernardino County,272189.0,357614.0,529956.0
6339,97058,6399,92860,CA,Norco,Riverside County,464287.0,569573.0,823539.0
6364,97691,6425,94301,CA,Palo Alto,Santa Clara County,3860828.0,4023741.0,4823032.0
6395,98145,6456,95367,CA,Riverbank,Stanislaus County,263297.0,341083.0,482287.0
6408,96438,6469,91506,CA,Burbank,Los Angeles County,703713.0,877417.0,1232357.0
6414,96478,6475,91731,CA,El Monte,Los Angeles County,441190.0,516456.0,679876.0
6436,97581,6496,94127,CA,San Francisco,San Francisco County,1550894.0,1836054.0,2216613.0
6451,96103,6513,90245,CA,El Segundo,Los Angeles County,1089425.0,1364899.0,1822384.0
6452,98316,6513,95620,CA,Dixon,Solano County,375383.0,456230.0,624285.0
6471,98046,6533,95212,CA,Stockton,San Joaquin County,307090.0,395535.0,588218.0
6503,96900,6565,92532,CA,Lake Elsinore,Riverside County,339899.0,413966.0,643061.0
6504,96282,6566,91040,CA,Los Angeles,Los Angeles County,512577.0,650048.0,919152.0
6510,96940,6572,92603,CA,Irvine,Orange County,1271232.0,1325965.0,1824354.0
6516,96042,6578,90061,CA,Los Angeles,Los Angeles County,317930.0,442955.0,591621.0
6522,97513,6584,94022,CA,Los Altos,Santa Clara County,3491405.0,3809295.0,4948852.0
6530,97819,6591,94618,CA,Oakland,Alameda County,1411759.0,1687603.0,2228456.0
6547,98200,6608,95437,CA,Fort Bragg,Mendocino County,381780.0,414703.0,534659.0
6612,96707,6676,92173,CA,San Diego,San Diego County,334413.0,433826.0,675743.0
6616,97769,6681,94563,CA,Orinda,Contra Costa County,,2205912.0,3125236.0
6619,97563,6684,94108,CA,San Francisco,San Francisco County,1234349.0,1202944.0,1180926.0
6621,96092,6686,90222,CA,Compton,Los Angeles County,296423.0,406460.0,552533.0
6650,96598,6716,92029,CA,Escondido,San Diego County,651448.0,753747.0,1198114.0
6663,97027,6729,92808,CA,Anaheim,Orange County,700548.0,782918.0,1139600.0
6686,98186,6752,95422,CA,Clearlake,Lake County,109921.0,173934.0,233950.0
6701,96097,6767,90232,CA,Culver City,Los Angeles County,1071578.0,1408228.0,1801844.0
6726,96928,6792,92585,CA,Menifee,Riverside County,312147.0,390240.0,595077.0
6727,96322,6793,91203,CA,Glendale,Los Angeles County,484214.0,615418.0,791131.0
6728,96135,6794,90303,CA,Inglewood,Los Angeles County,421926.0,588226.0,816246.0
6739,98003,6804,95135,CA,San Jose,Santa Clara County,1032725.0,1237579.0,1804346.0
6792,98114,6857,95330,CA,Lathrop,San Joaquin County,338503.0,444935.0,684052.0
6801,97126,6867,93103,CA,Santa Barbara,Santa Barbara County,1247199.0,1269129.0,1887503.0
6824,97887,6890,94949,CA,Novato,Marin County,839333.0,952288.0,1315217.0
6826,97472,6891,93907,CA,Salinas,Monterey County,485951.0,605726.0,858869.0
6828,96871,6894,92411,CA,San Bernardino,San Bernardino County,187954.0,269641.0,413546.0
6886,96632,6954,92082,CA,Valley Center,San Diego County,537181.0,628758.0,946464.0
6890,98298,6958,95602,CA,Auburn,Placer County,402662.0,497739.0,695354.0
6913,96474,6981,91723,CA,Covina,Los Angeles County,459391.0,551685.0,765012.0
6938,97079,7006,92887,CA,Yorba Linda,Orange County,847770.0,926679.0,1372960.0
6945,96880,7013,92501,CA,Riverside,Riverside County,287256.0,369906.0,548223.0
6961,96756,7030,92251,CA,Imperial,Imperial County,215610.0,268446.0,367373.0
6966,97785,7035,94579,CA,San Leandro,Alameda County,550202.0,691704.0,979828.0
7006,98672,7076,96161,CA,Truckee,Nevada County,605200.0,711645.0,1111504.0
7021,96398,7091,91384,CA,Castaic,Los Angeles County,488919.0,579566.0,805081.0
7041,96271,7111,91011,CA,La Canada Flintridge,Los Angeles County,1511304.0,1699865.0,2224825.0
7047,97208,7117,93280,CA,Wasco,Kern County,167027.0,203341.0,286254.0
7054,96171,7122,90603,CA,Whittier,Los Angeles County,525087.0,614756.0,840823.0
7081,97528,7153,94041,CA,Mountain View,Santa Clara County,1726399.0,2071554.0,2552812.0
7086,98048,7158,95215,CA,Garden Acres,San Joaquin County,184348.0,271497.0,403427.0
7102,97727,7172,94519,CA,Concord,Contra Costa County,,564036.0,725401.0
7122,98558,7194,96022,CA,Cottonwood,Tehama County,233928.0,299044.0,375345.0
7126,96957,7196,92625,CA,Newport Beach,Orange County,2531237.0,2853187.0,3923141.0
7135,96395,7207,91381,CA,Santa Clarita,Los Angeles County,684294.0,785003.0,1083974.0
7140,96136,7212,90304,CA,Inglewood,Los Angeles County,401805.0,557492.0,746061.0
7154,97883,7225,94945,CA,Novato,Marin County,792233.0,872159.0,1198517.0
7165,96586,7238,92014,CA,Del Mar,San Diego County,1627462.0,1917881.0,2842309.0
7167,96129,7239,90293,CA,Los Angeles,Los Angeles County,718980.0,889063.0,1067773.0
7179,97978,7252,95110,CA,San Jose,Santa Clara County,622216.0,819301.0,1026732.0
7192,96490,7266,91746,CA,West Puente Valley,Los Angeles County,403791.0,496079.0,682922.0
7206,98144,7280,95366,CA,Ripon,San Joaquin County,391361.0,484683.0,700405.0
7209,95994,7283,90013,CA,Los Angeles,Los Angeles County,510025.0,619003.0,673782.0
7230,98426,7304,95817,CA,Sacramento,Sacramento County,272327.0,396868.0,551461.0
7244,98649,7318,96130,CA,Susanville,Lassen County,169087.0,181531.0,237867.0
7245,96847,7318,92377,CA,Rialto,San Bernardino County,342115.0,426298.0,624416.0
7262,97063,7334,92865,CA,Orange,Orange County,580917.0,680721.0,992612.0
7265,96583,7339,92010,CA,Carlsbad,San Diego County,630702.0,754680.0,1178328.0
7323,97433,7397,93725,CA,Fresno,Fresno County,161658.0,221197.0,310358.0
7330,97051,7407,92844,CA,Garden Grove,Orange County,489307.0,610515.0,881312.0
7344,96119,7422,90270,CA,Maywood,Los Angeles County,344872.0,444543.0,596287.0
7359,97092,7437,93013,CA,Carpinteria,Santa Barbara County,849637.0,954007.0,1423610.0
7368,97133,7446,93111,CA,Santa Barbara,Santa Barbara County,923483.0,1000476.0,1538887.0
7387,96088,7464,90212,CA,Beverly Hills,Los Angeles County,1864463.0,2453112.0,2810484.0
7388,97510,7466,94019,CA,Half Moon Bay,San Mateo County,1076691.0,1274431.0,1751381.0
7406,98557,7483,96021,CA,Corning,Tehama County,197464.0,245249.0,294103.0
7409,97132,7488,93110,CA,Santa Barbara,Santa Barbara County,1103601.0,1187148.0,1797207.0
7431,96137,7510,90305,CA,Inglewood,Los Angeles County,441275.0,626681.0,884469.0
7453,98241,7533,95490,CA,Willits,Mendocino County,286454.0,299981.0,382046.0
7465,97839,7545,94705,CA,Berkeley,Alameda County,1593875.0,1863501.0,2511796.0
7473,96403,7552,91390,CA,Santa Clarita,Los Angeles County,577645.0,668272.0,942551.0
7500,96323,7579,91204,CA,Glendale,Los Angeles County,511282.0,655311.0,862044.0
7509,96293,7589,91105,CA,Pasadena,Los Angeles County,1100411.0,1285279.0,1680317.0
7537,97301,7617,93514,CA,Bishop,Inyo County,361423.0,422425.0,537382.0
7539,96628,7618,92075,CA,Solana Beach,San Diego County,1250382.0,1518252.0,2237191.0
7543,97713,7622,94503,CA,American Canyon,Napa County,495198.0,595168.0,805775.0
7581,96215,7662,90715,CA,Lakewood,Los Angeles County,451529.0,563247.0,774317.0
7627,96327,7708,91208,CA,Glendale,Los Angeles County,881515.0,1071126.0,1492693.0
7649,98514,7730,95963,CA,Orland,Glenn County,238186.0,282366.0,377375.0
7659,96538,7740,91901,CA,Alpine,San Diego County,556264.0,650278.0,965560.0
7660,97375,7741,93630,CA,Kerman,Fresno County,216059.0,270588.0,380585.0
7664,98423,7744,95814,CA,Sacramento,Sacramento County,453188.0,556613.0,646667.0
7675,98265,7756,95540,CA,Fortuna,Humboldt County,276553.0,321828.0,466194.0
7680,97357,7761,93610,CA,Chowchilla,Madera County,195384.0,267810.0,382815.0
7688,96160,7767,90502,CA,West Carson,Los Angeles County,417799.0,537346.0,729633.0
7714,97194,7797,93263,CA,Shafter,Kern County,187705.0,226792.0,317615.0
7717,96824,7800,92344,CA,Hesperia,San Bernardino County,269320.0,332353.0,491637.0
7725,399681,7808,94505,CA,Discovery Bay,Contra Costa County,506093.0,641422.0,913717.0
7741,97896,7826,94960,CA,San Anselmo,Marin County,1079215.0,1244852.0,1784439.0
7752,97436,7837,93728,CA,Fresno,Fresno County,143953.0,198877.0,290322.0
7776,97242,7863,93402,CA,Los Osos,San Luis Obispo County,510492.0,615659.0,863872.0
7777,97376,7865,93631,CA,Kingsburg,Fresno County,250137.0,300496.0,402819.0
7792,96930,7880,92587,CA,Canyon Lake,Riverside County,339454.0,417003.0,632308.0
7829,97865,7917,94920,CA,Tiburon,Marin County,2819748.0,2785632.0,3638682.0
7844,96539,7931,91902,CA,Bonita,San Diego County,594046.0,693781.0,1070835.0
7858,98006,7945,95138,CA,San Jose,Santa Clara County,1074260.0,1254692.0,1817958.0
7865,97899,7951,94965,CA,Sausalito,Marin County,1301411.0,1323265.0,1705248.0
7873,97483,7961,93927,CA,Greenfield,Monterey County,284742.0,362403.0,503914.0
7875,97479,7963,93923,CA,Carmel-by-the-Sea,Monterey County,1505658.0,1708948.0,2549562.0
7880,98166,7967,95391,CA,Tracy,San Joaquin County,547623.0,656010.0,1116670.0
7897,97715,7984,94507,CA,Alamo,Contra Costa County,1641545.0,1886913.0,2758311.0
7900,98505,7987,95954,CA,Magalia,Butte County,181484.0,255244.0,282282.0
7908,96736,7996,92225,CA,Blythe,Riverside County,134136.0,160168.0,230789.0
7911,97064,7999,92866,CA,Orange,Orange County,619303.0,710676.0,999085.0
7925,97762,8012,94556,CA,Moraga,Contra Costa County,,1357790.0,1832500.0
7942,97964,8030,95066,CA,Scotts Valley,Santa Cruz County,839269.0,990232.0,1419188.0
7964,96072,8052,90094,CA,Los Angeles,Los Angeles County,916644.0,1133058.0,1345385.0
8006,97198,8093,93268,CA,Taft,Kern County,123013.0,134610.0,191572.0
8017,97922,8105,95010,CA,Capitola,Santa Cruz County,739319.0,919683.0,1319398.0
8026,97843,8114,94709,CA,Berkeley,Alameda County,1028183.0,1289733.0,1567627.0
8063,98120,8152,95338,CA,Mariposa,Mariposa County,270654.0,308398.0,397916.0
8073,98077,8161,95252,CA,Valley Springs,Calaveras County,274188.0,,491125.0
8096,96426,8183,91436,CA,Los Angeles,Los Angeles County,1547466.0,1796038.0,2482966.0
8135,96148,8224,90401,CA,Santa Monica,Los Angeles County,1177161.0,1356685.0,1333285.0
8157,97181,8247,93247,CA,Lindsay,Tulare County,157380.0,200451.0,290914.0
8166,97270,8256,93442,CA,Morro Bay,San Luis Obispo County,597451.0,692143.0,965160.0
8174,98037,8264,95203,CA,Stockton,San Joaquin County,162824.0,249831.0,381860.0
8177,97052,8267,92845,CA,Garden Grove,Orange County,605135.0,710247.0,1027531.0
8178,97217,8267,93301,CA,Bakersfield,Kern County,175323.0,205987.0,293417.0
8186,98211,8276,95451,CA,Kelseyville,Lake County,235243.0,289243.0,395415.0
8257,97777,8350,94571,CA,Rio Vista,Solano County,320203.0,392758.0,509456.0
8297,97496,8390,93960,CA,Soledad,Monterey County,327562.0,419043.0,599125.0
8306,98213,8400,95453,CA,Lakeport,Lake County,228405.0,276204.0,390968.0
8314,97262,8406,93433,CA,Grover Beach,San Luis Obispo County,467971.0,536879.0,747090.0
8322,97160,8416,93221,CA,Exeter,Tulare County,202853.0,243218.0,359902.0
8338,96149,8431,90402,CA,Santa Monica,Los Angeles County,3722104.0,4097723.0,4874793.0
8368,97936,8463,95030,CA,Los Gatos,Santa Clara County,2593767.0,2843010.0,3786723.0
8371,97147,8466,93203,CA,Arvin,Kern County,151905.0,188961.0,264404.0
8394,98364,8489,95673,CA,Rio Linda,Sacramento County,231275.0,323730.0,473116.0
8422,97841,8517,94707,CA,Berkeley,Alameda County,1356609.0,1625984.0,2171325.0
8426,97860,8522,94904,CA,Kentfield,Marin County,1745187.0,1915871.0,2455367.0
8438,98137,8535,95357,CA,Modesto,Stanislaus County,278803.0,360199.0,512834.0
8440,96201,8537,90670,CA,Santa Fe Springs,Los Angeles County,421819.0,516130.0,703976.0
8451,96434,8549,91502,CA,Burbank,Los Angeles County,508772.0,625119.0,807388.0
8461,98342,8559,95650,CA,Loomis,Placer County,500905.0,630820.0,913226.0
8479,97485,8577,93930,CA,King City,Monterey County,268382.0,341262.0,498733.0
8500,98301,8598,95605,CA,West Sacramento,Yolo County,217754.0,300406.0,421652.0
8525,96775,8624,92274,CA,Thermal,Imperial County,109421.0,152120.0,256492.0
8543,97094,8642,93015,CA,Fillmore,Ventura County,386480.0,467967.0,668872.0
8554,96798,8653,92314,CA,Big Bear City,San Bernardino County,221590.0,276208.0,443330.0
8557,98498,8656,95946,CA,Penn Valley,Nevada County,346594.0,405930.0,543975.0
8573,97712,8672,94502,CA,Alameda,Alameda County,857827.0,1029883.0,1408922.0
8575,96393,8675,91377,CA,Oak Park,Ventura County,734349.0,847004.0,1127239.0
8581,96925,8680,92582,CA,San Jacinto,Riverside County,254527.0,332699.0,524750.0
8598,96183,8698,90623,CA,La Palma,Orange County,667395.0,774452.0,1125079.0
8600,96371,8699,91345,CA,Los Angeles,Los Angeles County,454457.0,564291.0,793875.0
8615,97749,8717,94542,CA,Hayward,Alameda County,756051.0,921830.0,1386468.0
8625,98619,8727,96097,CA,Yreka,Siskiyou County,175863.0,193364.0,251840.0
8657,97725,8759,94517,CA,Clayton,Contra Costa County,,,1461763.0
8691,97539,8792,94065,CA,Redwood City,San Mateo County,1391828.0,1619141.0,2036156.0
8704,95995,8806,90014,CA,Los Angeles,Los Angeles County,451859.0,498992.0,558564.0
8709,97361,8810,93614,CA,Coarsegold,Madera County,243378.0,311293.0,433448.0
8722,96580,8825,92007,CA,Encinitas,San Diego County,1086700.0,1424365.0,2143618.0
8792,97759,8896,94552,CA,Castro Valley,Alameda County,924245.0,1082242.0,1640305.0
8794,97610,8898,94158,CA,San Francisco,San Francisco County,1352033.0,1451833.0,1452581.0
8826,97153,8929,93210,CA,Coalinga,Fresno County,159248.0,192458.0,280021.0
8855,96278,8957,91024,CA,Sierra Madre,Los Angeles County,900640.0,1052588.0,1410804.0
8871,96549,8975,91914,CA,Chula Vista,San Diego County,629434.0,712937.0,1115353.0
8881,97998,8983,95130,CA,San Jose,Santa Clara County,1228333.0,1444004.0,2091921.0
8916,97277,9018,93449,CA,Pismo Beach,San Luis Obispo County,847950.0,915258.0,1264352.0
8918,98189,9022,95425,CA,Cloverdale,Sonoma County,459442.0,557434.0,677563.0
8948,399680,9054,93730,CA,Fresno,Fresno County,420958.0,489905.0,661206.0
8950,97297,9056,93505,CA,California City,Kern County,108818.0,169583.0,271164.0
8951,97130,9056,93108,CA,Montecito,Santa Barbara County,3170704.0,3129861.0,4805386.0
8967,96951,9074,92617,CA,Irvine,Orange County,438922.0,576100.0,932111.0
8996,97473,9102,93908,CA,Salinas,Monterey County,741909.0,844491.0,1128671.0
9011,97842,9118,94708,CA,Berkeley,Alameda County,1314154.0,1552713.0,1994053.0
9020,97387,9128,93644,CA,Oakhurst,Madera County,248820.0,310451.0,436057.0
9061,97968,9167,95073,CA,Soquel,Santa Cruz County,849279.0,992799.0,1504962.0
9108,97154,9216,93212,CA,Corcoran,Kings County,130577.0,163681.0,236663.0
9132,98104,9240,95320,CA,Escalon,San Joaquin County,327578.0,419826.0,608123.0
9139,96466,9248,91708,CA,Chino,San Bernardino County,434904.0,496671.0,710550.0
9151,97918,9259,95006,CA,Boulder Creek,Santa Cruz County,546387.0,630314.0,865868.0
9181,98116,9292,95334,CA,Livingston,Merced County,211343.0,274500.0,413539.0
